from	to	eweight	consensus_lin	Team Name	Section	Sample Location	Plant Scientific Name	Plant Common Name	Date of collection	Time of collection	Elevation	Type of Biom	Soil Characterization	Longitude	Latitude	pH  Litmus Strip	pH meter CALeDNA	Amount of Leaf Litter	Soil Temperature (Celsius)	Moisture content (%)	Nitrogen content	Potassium content	Phosphate content
S18.K0033C1	Chloroflexi;Thermomicrobia;NA;NA;Thermorudis;Thermorudis peleae	1.0		SIT	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	1:00	353.6	Chaparral	Unburned	34.09805556	-118.4727778	5.5	6.75	Low	24	9.71%	Low	Medium	Medium
S18.K0033C1	Chloroflexi;Thermomicrobia;Sphaerobacterales;Sphaerobacteraceae;NA;	5.0		SIT	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	1:00	353.6	Chaparral	Unburned	34.09805556	-118.4727778	5.5	6.75	Low	24	9.71%	Low	Medium	Medium
S18.K0033C1	Chloroflexi;Thermomicrobia;Sphaerobacterales;Sphaerobacteraceae;Nitrolancea;Nitrolancea hollandica	4.0		SIT	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	1:00	353.6	Chaparral	Unburned	34.09805556	-118.4727778	5.5	6.75	Low	24	9.71%	Low	Medium	Medium
S18.K0033C1	Chloroflexi;Thermomicrobia;Sphaerobacterales;Sphaerobacteraceae;Sphaerobacter;Sphaerobacter thermophilus	32.0		SIT	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	1:00	353.6	Chaparral	Unburned	34.09805556	-118.4727778	5.5	6.75	Low	24	9.71%	Low	Medium	Medium
S18.K0033C1	Chloroflexi;Thermomicrobia;Thermomicrobiales;Thermomicrobiaceae;Thermomicrobium;Thermomicrobium roseum	1.0		SIT	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	1:00	353.6	Chaparral	Unburned	34.09805556	-118.4727778	5.5	6.75	Low	24	9.71%	Low	Medium	Medium
S18.K0033C1	Chlorophyta;Trebouxiophyceae;NA;NA;Myrmecia;Myrmecia israelensis	1.0		SIT	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	1:00	353.6	Chaparral	Unburned	34.09805556	-118.4727778	5.5	6.75	Low	24	9.71%	Low	Medium	Medium
S18.K0033C1	Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Hermosilla;Hermosilla azurea	1.0		SIT	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	1:00	353.6	Chaparral	Unburned	34.09805556	-118.4727778	5.5	6.75	Low	24	9.71%	Low	Medium	Medium
S18.K0033C1	Chytridiomycota;Chytridiomycetes;Spizellomycetales;Spizellomycetaceae;Spizellomyces;Spizellomyces punctatus	3.0		SIT	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	1:00	353.6	Chaparral	Unburned	34.09805556	-118.4727778	5.5	6.75	Low	24	9.71%	Low	Medium	Medium
S18.K0033C1	Cyanobacteria;NA;Chroococcales;Aphanothecaceae;Candidatus Atelocyanobacterium;Candidatus Atelocyanobacterium thalassa	2.0		SIT	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	1:00	353.6	Chaparral	Unburned	34.09805556	-118.4727778	5.5	6.75	Low	24	9.71%	Low	Medium	Medium
S18.K0033C1	Cyanobacteria;NA;Chroococcales;Microcystaceae;Microcystis;Microcystis sp. SAG 43.90	12.0		SIT	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	1:00	353.6	Chaparral	Unburned	34.09805556	-118.4727778	5.5	6.75	Low	24	9.71%	Low	Medium	Medium
S18.K0033C1	Cyanobacteria;NA;Oscillatoriales;Oscillatoriaceae;Oscillatoria;Oscillatoria tenuis	1.0		SIT	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	1:00	353.6	Chaparral	Unburned	34.09805556	-118.4727778	5.5	6.75	Low	24	9.71%	Low	Medium	Medium
S18.K0033C1	Cyanobacteria;NA;Synechococcales;Leptolyngbyaceae;NA;	1.0		SIT	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	1:00	353.6	Chaparral	Unburned	34.09805556	-118.4727778	5.5	6.75	Low	24	9.71%	Low	Medium	Medium
S18.K0033C1	Deinococcus-Thermus;Deinococci;Deinococcales;Deinococcaceae;Deinococcus;	1.0		SIT	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	1:00	353.6	Chaparral	Unburned	34.09805556	-118.4727778	5.5	6.75	Low	24	9.71%	Low	Medium	Medium
S18.K0033C1	Firmicutes;Bacilli;Bacillales;Alicyclobacillaceae;Tumebacillus;	4.0		SIT	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	1:00	353.6	Chaparral	Unburned	34.09805556	-118.4727778	5.5	6.75	Low	24	9.71%	Low	Medium	Medium
S18.K0033C1	Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;	45.0		SIT	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	1:00	353.6	Chaparral	Unburned	34.09805556	-118.4727778	5.5	6.75	Low	24	9.71%	Low	Medium	Medium
S18.K0033C1	Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus amyloliquefaciens	1.0		SIT	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	1:00	353.6	Chaparral	Unburned	34.09805556	-118.4727778	5.5	6.75	Low	24	9.71%	Low	Medium	Medium
S18.K0033C1	Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus licheniformis	1.0		SIT	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	1:00	353.6	Chaparral	Unburned	34.09805556	-118.4727778	5.5	6.75	Low	24	9.71%	Low	Medium	Medium
S18.K0033C1	Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus megaterium	2.0		SIT	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	1:00	353.6	Chaparral	Unburned	34.09805556	-118.4727778	5.5	6.75	Low	24	9.71%	Low	Medium	Medium
S18.K0033C1	Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus pumilus	6.0		SIT	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	1:00	353.6	Chaparral	Unburned	34.09805556	-118.4727778	5.5	6.75	Low	24	9.71%	Low	Medium	Medium
S18.K0033C1	Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus sp.	7.0		SIT	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	1:00	353.6	Chaparral	Unburned	34.09805556	-118.4727778	5.5	6.75	Low	24	9.71%	Low	Medium	Medium
S18.K0033C1	Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus sp. 'Mali 21'	1.0		SIT	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	1:00	353.6	Chaparral	Unburned	34.09805556	-118.4727778	5.5	6.75	Low	24	9.71%	Low	Medium	Medium
S18.K0033C1	Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus sp. BM-2012-NA2	1.0		SIT	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	1:00	353.6	Chaparral	Unburned	34.09805556	-118.4727778	5.5	6.75	Low	24	9.71%	Low	Medium	Medium
S18.K0033C1	Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus sp. BWDY-20	1.0		SIT	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	1:00	353.6	Chaparral	Unburned	34.09805556	-118.4727778	5.5	6.75	Low	24	9.71%	Low	Medium	Medium
S18.K0033C1	Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus sp. M25	1.0		SIT	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	1:00	353.6	Chaparral	Unburned	34.09805556	-118.4727778	5.5	6.75	Low	24	9.71%	Low	Medium	Medium
S18.K0033C1	Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus subtilis	7.0		SIT	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	1:00	353.6	Chaparral	Unburned	34.09805556	-118.4727778	5.5	6.75	Low	24	9.71%	Low	Medium	Medium
S18.K0033C1	Firmicutes;Bacilli;Bacillales;Bacillaceae;Calditerricola;	1.0		SIT	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	1:00	353.6	Chaparral	Unburned	34.09805556	-118.4727778	5.5	6.75	Low	24	9.71%	Low	Medium	Medium
S18.K0033C1	Firmicutes;Bacilli;Bacillales;Bacillaceae;Geobacillus;	1.0		SIT	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	1:00	353.6	Chaparral	Unburned	34.09805556	-118.4727778	5.5	6.75	Low	24	9.71%	Low	Medium	Medium
S18.K0033C1	Firmicutes;Bacilli;Bacillales;Bacillaceae;Geobacillus;Geobacillus stearothermophilus	1.0		SIT	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	1:00	353.6	Chaparral	Unburned	34.09805556	-118.4727778	5.5	6.75	Low	24	9.71%	Low	Medium	Medium
S18.K0033C1	Firmicutes;Bacilli;Bacillales;Bacillaceae;NA;	8.0		SIT	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	1:00	353.6	Chaparral	Unburned	34.09805556	-118.4727778	5.5	6.75	Low	24	9.71%	Low	Medium	Medium
S18.K0033C1	Firmicutes;Bacilli;Bacillales;Bacillaceae;Virgibacillus;Virgibacillus sp.	2.0		SIT	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	1:00	353.6	Chaparral	Unburned	34.09805556	-118.4727778	5.5	6.75	Low	24	9.71%	Low	Medium	Medium
S18.K0033C1	Firmicutes;Bacilli;Bacillales;NA;;	18.0		SIT	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	1:00	353.6	Chaparral	Unburned	34.09805556	-118.4727778	5.5	6.75	Low	24	9.71%	Low	Medium	Medium
S18.K0033C1	Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Ammoniphilus;	1.0		SIT	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	1:00	353.6	Chaparral	Unburned	34.09805556	-118.4727778	5.5	6.75	Low	24	9.71%	Low	Medium	Medium
S18.K0033C1	Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Ammoniphilus;Ammoniphilus oxalaticus	1.0		SIT	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	1:00	353.6	Chaparral	Unburned	34.09805556	-118.4727778	5.5	6.75	Low	24	9.71%	Low	Medium	Medium
S18.K0033C1	Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Aneurinibacillus;Aneurinibacillus migulanus	1.0		SIT	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	1:00	353.6	Chaparral	Unburned	34.09805556	-118.4727778	5.5	6.75	Low	24	9.71%	Low	Medium	Medium
S18.K0033C1	Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Cohnella;	2.0		SIT	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	1:00	353.6	Chaparral	Unburned	34.09805556	-118.4727778	5.5	6.75	Low	24	9.71%	Low	Medium	Medium
S18.K0033C1	Firmicutes;Bacilli;Bacillales;Paenibacillaceae;NA;	1.0		SIT	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	1:00	353.6	Chaparral	Unburned	34.09805556	-118.4727778	5.5	6.75	Low	24	9.71%	Low	Medium	Medium
S18.K0033C1	Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Oxalophagus;Oxalophagus oxalicus	1.0		SIT	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	1:00	353.6	Chaparral	Unburned	34.09805556	-118.4727778	5.5	6.75	Low	24	9.71%	Low	Medium	Medium
S18.K0033C1	Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;	4.0		SIT	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	1:00	353.6	Chaparral	Unburned	34.09805556	-118.4727778	5.5	6.75	Low	24	9.71%	Low	Medium	Medium
S18.K0033C1	Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus polymyxa	1.0		SIT	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	1:00	353.6	Chaparral	Unburned	34.09805556	-118.4727778	5.5	6.75	Low	24	9.71%	Low	Medium	Medium
S18.K0033C1	Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus rigui	2.0		SIT	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	1:00	353.6	Chaparral	Unburned	34.09805556	-118.4727778	5.5	6.75	Low	24	9.71%	Low	Medium	Medium
S18.K0033C1	Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus sp. 27-9	1.0		SIT	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	1:00	353.6	Chaparral	Unburned	34.09805556	-118.4727778	5.5	6.75	Low	24	9.71%	Low	Medium	Medium
S18.K0033C1	Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus sp. MUU17	1.0		SIT	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	1:00	353.6	Chaparral	Unburned	34.09805556	-118.4727778	5.5	6.75	Low	24	9.71%	Low	Medium	Medium
S18.K0033C1	Firmicutes;Bacilli;Bacillales;Planococcaceae;NA;	5.0		SIT	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	1:00	353.6	Chaparral	Unburned	34.09805556	-118.4727778	5.5	6.75	Low	24	9.71%	Low	Medium	Medium
S18.K0033C1	Firmicutes;Bacilli;Bacillales;Planococcaceae;Planococcus;	5.0		SIT	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	1:00	353.6	Chaparral	Unburned	34.09805556	-118.4727778	5.5	6.75	Low	24	9.71%	Low	Medium	Medium
S18.K0033C1	Firmicutes;Bacilli;Bacillales;Planococcaceae;Planomicrobium;	3.0		SIT	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	1:00	353.6	Chaparral	Unburned	34.09805556	-118.4727778	5.5	6.75	Low	24	9.71%	Low	Medium	Medium
S18.K0033C1	Firmicutes;Bacilli;Bacillales;Planococcaceae;Ureibacillus;	1.0		SIT	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	1:00	353.6	Chaparral	Unburned	34.09805556	-118.4727778	5.5	6.75	Low	24	9.71%	Low	Medium	Medium
S18.K0033C1	Firmicutes;Bacilli;Bacillales;Planococcaceae;Ureibacillus;Ureibacillus sp. R-26349	3.0		SIT	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	1:00	353.6	Chaparral	Unburned	34.09805556	-118.4727778	5.5	6.75	Low	24	9.71%	Low	Medium	Medium
S18.K0033C1	Firmicutes;Bacilli;Bacillales;Planococcaceae;Ureibacillus;Ureibacillus terrenus	1.0		SIT	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	1:00	353.6	Chaparral	Unburned	34.09805556	-118.4727778	5.5	6.75	Low	24	9.71%	Low	Medium	Medium
S18.K0033C1	Firmicutes;Bacilli;Bacillales;Planococcaceae;Ureibacillus;Ureibacillus thermosphaericus	3.0		SIT	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	1:00	353.6	Chaparral	Unburned	34.09805556	-118.4727778	5.5	6.75	Low	24	9.71%	Low	Medium	Medium
S18.K0033C1	Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus saprophyticus	1.0		SIT	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	1:00	353.6	Chaparral	Unburned	34.09805556	-118.4727778	5.5	6.75	Low	24	9.71%	Low	Medium	Medium
S18.K0033C1	Firmicutes;Bacilli;Bacillales;Thermoactinomycetaceae;Geothermomicrobium;Geothermomicrobium terrae	1.0		SIT	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	1:00	353.6	Chaparral	Unburned	34.09805556	-118.4727778	5.5	6.75	Low	24	9.71%	Low	Medium	Medium
S18.K0033C1	Firmicutes;Bacilli;Bacillales;Thermoactinomycetaceae;Melghirimyces;Melghirimyces profundicolus	1.0		SIT	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	1:00	353.6	Chaparral	Unburned	34.09805556	-118.4727778	5.5	6.75	Low	24	9.71%	Low	Medium	Medium
S18.K0033C1	Firmicutes;Bacilli;Bacillales;Thermoactinomycetaceae;NA;	6.0		SIT	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	1:00	353.6	Chaparral	Unburned	34.09805556	-118.4727778	5.5	6.75	Low	24	9.71%	Low	Medium	Medium
S18.K0033C1	Firmicutes;Bacilli;Bacillales;Thermoactinomycetaceae;NA;Thermoactinomycetaceae bacterium CNR949 PL04	1.0		SIT	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	1:00	353.6	Chaparral	Unburned	34.09805556	-118.4727778	5.5	6.75	Low	24	9.71%	Low	Medium	Medium
S18.K0033C1	Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;	1.0		SIT	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	1:00	353.6	Chaparral	Unburned	34.09805556	-118.4727778	5.5	6.75	Low	24	9.71%	Low	Medium	Medium
S18.K0033C1	Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus faecium	1.0		SIT	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	1:00	353.6	Chaparral	Unburned	34.09805556	-118.4727778	5.5	6.75	Low	24	9.71%	Low	Medium	Medium
S18.K0033C1	Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;NA;	1.0		SIT	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	1:00	353.6	Chaparral	Unburned	34.09805556	-118.4727778	5.5	6.75	Low	24	9.71%	Low	Medium	Medium
S18.K0033C1	Firmicutes;Bacilli;NA;;NA;	7.0		SIT	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	1:00	353.6	Chaparral	Unburned	34.09805556	-118.4727778	5.5	6.75	Low	24	9.71%	Low	Medium	Medium
S18.K0033C1	Firmicutes;Bacilli;NA;NA;NA;Bacilli bacterium JAM-FM0401	1.0		SIT	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	1:00	353.6	Chaparral	Unburned	34.09805556	-118.4727778	5.5	6.75	Low	24	9.71%	Low	Medium	Medium
S18.K0033C1	Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium sp. 6-69	1.0		SIT	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	1:00	353.6	Chaparral	Unburned	34.09805556	-118.4727778	5.5	6.75	Low	24	9.71%	Low	Medium	Medium
S18.K0033C1	Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium sp. enrichment culture clone d-1	1.0		SIT	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	1:00	353.6	Chaparral	Unburned	34.09805556	-118.4727778	5.5	6.75	Low	24	9.71%	Low	Medium	Medium
S18.K0033C1	Firmicutes;Clostridia;Clostridiales;Clostridiales Family XVII. Incertae Sedis;Thermaerobacter;	2.0		SIT	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	1:00	353.6	Chaparral	Unburned	34.09805556	-118.4727778	5.5	6.75	Low	24	9.71%	Low	Medium	Medium
S18.K0033C1	Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;Alkalibacter;Alkalibacter sp. enrichment culture	1.0		SIT	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	1:00	353.6	Chaparral	Unburned	34.09805556	-118.4727778	5.5	6.75	Low	24	9.71%	Low	Medium	Medium
S18.K0033C1	Firmicutes;Clostridia;Clostridiales;NA;;	5.0		SIT	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	1:00	353.6	Chaparral	Unburned	34.09805556	-118.4727778	5.5	6.75	Low	24	9.71%	Low	Medium	Medium
S18.K0033C1	Firmicutes;Clostridia;Clostridiales;NA;NA;Clostridiales bacterium 33-7e	7.0		SIT	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	1:00	353.6	Chaparral	Unburned	34.09805556	-118.4727778	5.5	6.75	Low	24	9.71%	Low	Medium	Medium
S18.K0033C1	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminiclostridium;[Clostridium] cellobioparum	2.0		SIT	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	1:00	353.6	Chaparral	Unburned	34.09805556	-118.4727778	5.5	6.75	Low	24	9.71%	Low	Medium	Medium
S18.K0033C1	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminiclostridium;[Clostridium] hungatei	1.0		SIT	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	1:00	353.6	Chaparral	Unburned	34.09805556	-118.4727778	5.5	6.75	Low	24	9.71%	Low	Medium	Medium
S18.K0033C1	Firmicutes;Clostridia;Clostridiales;Symbiobacteriaceae;Symbiobacterium;Symbiobacterium sp. AND38	1.0		SIT	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	1:00	353.6	Chaparral	Unburned	34.09805556	-118.4727778	5.5	6.75	Low	24	9.71%	Low	Medium	Medium
S18.K0033C1	Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Thermoanaerobacter;Thermoanaerobacter sp. enrichment culture clone C18	1.0		SIT	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	1:00	353.6	Chaparral	Unburned	34.09805556	-118.4727778	5.5	6.75	Low	24	9.71%	Low	Medium	Medium
S18.K0033C1	Firmicutes;NA;;NA;;	27.0		SIT	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	1:00	353.6	Chaparral	Unburned	34.09805556	-118.4727778	5.5	6.75	Low	24	9.71%	Low	Medium	Medium
S18.K0033C1	Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;	109.0		SIT	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	1:00	353.6	Chaparral	Unburned	34.09805556	-118.4727778	5.5	6.75	Low	24	9.71%	Low	Medium	Medium
S18.K0033C1	Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;Gemmatimonas aurantiaca	32.0		SIT	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	1:00	353.6	Chaparral	Unburned	34.09805556	-118.4727778	5.5	6.75	Low	24	9.71%	Low	Medium	Medium
S18.K0033C1	Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;Gemmatimonas phototrophica	13.0		SIT	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	1:00	353.6	Chaparral	Unburned	34.09805556	-118.4727778	5.5	6.75	Low	24	9.71%	Low	Medium	Medium
S18.K0033C1	Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;Gemmatimonas sp. URHD0086	40.0		SIT	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	1:00	353.6	Chaparral	Unburned	34.09805556	-118.4727778	5.5	6.75	Low	24	9.71%	Low	Medium	Medium
S18.K0033C1	Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;Gemmatimonas sp. enrichment culture clone AOCRB-EC-6	3.0		SIT	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	1:00	353.6	Chaparral	Unburned	34.09805556	-118.4727778	5.5	6.75	Low	24	9.71%	Low	Medium	Medium
S18.K0033C1	Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatirosa;Gemmatirosa kalamazoonesis	70.0		SIT	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	1:00	353.6	Chaparral	Unburned	34.09805556	-118.4727778	5.5	6.75	Low	24	9.71%	Low	Medium	Medium
S18.K0033C1	Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;NA;	23.0		SIT	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	1:00	353.6	Chaparral	Unburned	34.09805556	-118.4727778	5.5	6.75	Low	24	9.71%	Low	Medium	Medium
S18.K0033C1	Ignavibacteriae;Ignavibacteria;Ignavibacteriales;Ignavibacteriaceae;Ignavibacterium;	1.0		SIT	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	1:00	353.6	Chaparral	Unburned	34.09805556	-118.4727778	5.5	6.75	Low	24	9.71%	Low	Medium	Medium
S18.K0033C1	Ignavibacteriae;Ignavibacteria;Ignavibacteriales;Ignavibacteriaceae;Ignavibacterium;Ignavibacterium album	2.0		SIT	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	1:00	353.6	Chaparral	Unburned	34.09805556	-118.4727778	5.5	6.75	Low	24	9.71%	Low	Medium	Medium
S18.K0033C1	Ignavibacteriae;Ignavibacteria;Ignavibacteriales;Ignavibacteriaceae;Ignavibacterium;Ignavibacterium sp. enrichment culture clone JAC34	1.0		SIT	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	1:00	353.6	Chaparral	Unburned	34.09805556	-118.4727778	5.5	6.75	Low	24	9.71%	Low	Medium	Medium
S18.K0033C1	Ignavibacteriae;Ignavibacteria;Ignavibacteriales;Melioribacteraceae;Melioribacter;Melioribacter roseus	1.0		SIT	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	1:00	353.6	Chaparral	Unburned	34.09805556	-118.4727778	5.5	6.75	Low	24	9.71%	Low	Medium	Medium
S18.K0033C1	NA	447.0		SIT	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	1:00	353.6	Chaparral	Unburned	34.09805556	-118.4727778	5.5	6.75	Low	24	9.71%	Low	Medium	Medium
S18.K0033C1	NA;Oomycetes;Pythiales;Pythiaceae;Pythium;Pythium ultimum	1.0		SIT	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	1:00	353.6	Chaparral	Unburned	34.09805556	-118.4727778	5.5	6.75	Low	24	9.71%	Low	Medium	Medium
S18.K0033C1	Planctomycetes;NA;;NA;;	6.0		SIT	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	1:00	353.6	Chaparral	Unburned	34.09805556	-118.4727778	5.5	6.75	Low	24	9.71%	Low	Medium	Medium
S18.K0033C1	Planctomycetes;Phycisphaerae;Tepidisphaerales;Tepidisphaeraceae;Tepidisphaera;Tepidisphaera mucosa	6.0		SIT	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	1:00	353.6	Chaparral	Unburned	34.09805556	-118.4727778	5.5	6.75	Low	24	9.71%	Low	Medium	Medium
S18.K0033C1	Planctomycetes;Planctomycetia;NA;;NA;	107.0		SIT	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	1:00	353.6	Chaparral	Unburned	34.09805556	-118.4727778	5.5	6.75	Low	24	9.71%	Low	Medium	Medium
S18.K0033C1	Planctomycetes;Planctomycetia;NA;NA;NA;Planctomycetia bacterium LP82	124.0		SIT	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	1:00	353.6	Chaparral	Unburned	34.09805556	-118.4727778	5.5	6.75	Low	24	9.71%	Low	Medium	Medium
S18.K0033C1	Planctomycetes;Planctomycetia;NA;NA;NA;Planctomycetia bacterium WSF3-27	4.0		SIT	1B	Skirball	Malosma laurina	Laurel sumac	1/17/2018	1:00	353.6	Chaparral	Unburned	34.09805556	-118.4727778	5.5	6.75	Low	24	9.71%	Low	Medium	Medium
