otu name	16rRNA	Percent Homology	evalue	bitscore	homology extract gibbsfree_otu/gibbsfree_homolog	total length gibbsfree_otu/otu_lenth/gibbsfree_homolog/homolog_length	BAF15	MWPF15	RKF15	BSGF15	WRF15	GNF15	MMF15	
OTU_556	aj233938.1 chondromyces apiculatus str. cm a14  ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__myxococcales;f__polyangiaceae;g__chondromyces;s__chondromyces apiculatus;superkingdom__bacteria;subphylum__delta/epsilon subdivisions;suborder__sorangiineae	96.309963099631	3.69255754531448e-123	444.915029258513			2	3	2	1	0	13	0	
OTU_557	uncultured segetibacter sp. ;k__bacteria;p__bacteroidetes;c__sphingobacteriia;o__sphingobacteriales;f__chitinophagaceae;g__segetibacter;s__segetibacter spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	98.1549815498155	1.12956192169823e-129	466.555454871847			0	8	1	29	41	1	0	
OTU_558	uncultured conexibacter sp. ;k__bacteria;p__actinobacteria;c__actinobacteria;o__solirubrobacterales;f__conexibacteraceae;g__conexibacter;s__conexibacter spp.;superkingdom__bacteria;subclass  rubrobacteridae	95.2029520295203	9.86739457625097e-118	426.881341247401			0	9	0	12	3	0	0	
OTU_559	uncultured gemmata sp. ;k__bacteria;p__planctomycetes;c__planctomycetia;o__planctomycetales;f__planctomycetaceae;g__gemmata;s__gemmata spp.;superkingdom__bacteria	97.4169741697417	5.85127561696698e-127	457.538610866291			9	2	4	5	0	5	0	
OTU_560	uncultured kofleria sp. ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__myxococcales;f__kofleriaceae;g__kofleria;s__kofleria spp.;superkingdom__bacteria;subphylum__delta/epsilon subdivisions;suborder__nannocystineae	96.309963099631	3.69255754531448e-123	444.915029258513			0	7	0	0	0	13	0	
OTU_561	uncultured streptomyces sp. ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__streptomycetaceae;g__streptomyces;s__streptomyces spp.;superkingdom__bacteria;subclass  actinobacteridae;suborder__streptomycineae	93.75	6.27889666902539e-114	414.257759639622			1	4	3	0	13	0	1	
OTU_562	uncultured gemmatimonas sp. ;k__bacteria;p__gemmatimonadetes;c__gemmatimonadetes;o__gemmatimonadales;f__gemmatimonadaceae;g__gemmatimonas;s__gemmatimonas spp.;superkingdom__bacteria	95.5719557195572	1.91279216429875e-120	435.898185252957			1	5	0	0	4	13	0	
OTU_563	uncultured gemmatimonas sp. ;k__bacteria;p__gemmatimonadetes;c__gemmatimonadetes;o__gemmatimonadales;f__gemmatimonadaceae;g__gemmatimonas;s__gemmatimonas spp.;superkingdom__bacteria	93.3579335793358	2.65882234347874e-112	408.847653236289			0	0	0	0	1	19	0	
OTU_564	uncultured solirubrobacter sp. ;k__bacteria;p__actinobacteria;c__actinobacteria;o__solirubrobacterales;f__solirubrobacteraceae;g__solirubrobacter;s__solirubrobacter spp.;superkingdom__bacteria;subclass  rubrobacteridae	97.4169741697417	8.6119960781516e-125	450.325135661847			8	19	8	59	14	27	1	
OTU_565	uncultured ferrithrix sp. ;k__bacteria;p__actinobacteria;c__actinobacteria;o__acidimicrobiales;f__acidimicrobiaceae;g__ferrithrix;s__ferrithrix spp.;superkingdom__bacteria;subclass  acidimicrobidae;suborder__acidimicrobineae	96.6911764705882	1.28348138323429e-122	443.111660457402			10	0	1	6	0	4	0	
OTU_566	uncultured pirellula sp. ;k__bacteria;p__planctomycetes;c__planctomycetia;o__planctomycetales;f__planctomycetaceae;g__pirellula;s__pirellula spp.;superkingdom__bacteria	85.6088560885609	1.57289142874602e-083	313.269106777395			1	0	0	0	0	0	20	
OTU_567	uncultured burkholderia sp. ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__burkholderiaceae;g__burkholderia;s__burkholderia spp.;superkingdom__bacteria	95.5719557195572	1.91279216429875e-120	435.898185252957			7	1	1	0	0	8	18	
OTU_568	uncultured pirellula sp. ;k__bacteria;p__planctomycetes;c__planctomycetia;o__planctomycetales;f__planctomycetaceae;g__pirellula;s__pirellula spp.;superkingdom__bacteria	90.0369003690037	8.1405861076293e-100	367.370170810731			14	5	0	0	0	2	0	
OTU_569	uncultured pelobacter sp. ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__desulfuromonadales;f__pelobacteraceae;g__pelobacter;s__pelobacter spp.;superkingdom__bacteria;subphylum__delta/epsilon subdivisions	86.9888475836431	8.66331948725893e-087	324.089319584062			0	0	0	0	0	0	20	
OTU_570	uncultured microvirga sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__methylobacteriaceae;g__microvirga;s__microvirga spp.;superkingdom__bacteria	98.5239852398524	3.22282066971442e-130	468.358823672959			0	5	0	2	14	0	0	
OTU_571	uncultured dongia sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhodospirillales;f__rhodospirillaceae;g__dongia;s__dongia spp.;superkingdom__bacteria	96.3265306122449	3.5203281348532e-110	401.634178031844			4	0	8	0	0	0	23	
OTU_572	uncultured nitrospira sp. ;k__bacteria;p__nitrospirae;c__nitrospira;o__nitrospirales;f__nitrospiraceae;g__nitrospira;s__nitrospira spp.;superkingdom__bacteria	98.1549815498155	1.12956192169823e-129	466.555454871847			0	1	2	0	0	16	1	
OTU_573	uncultured gemmatimonas sp. ;k__bacteria;p__gemmatimonadetes;c__gemmatimonadetes;o__gemmatimonadales;f__gemmatimonadaceae;g__gemmatimonas;s__gemmatimonas spp.;superkingdom__bacteria	95.2029520295203	8.13339924672249e-119	430.488078849623			0	1	0	3	25	0	0	
OTU_574	uncultured niastella sp. ;k__bacteria;p__bacteroidetes;c__sphingobacteriia;o__sphingobacteriales;f__chitinophagaceae;g__niastella;s__niastella spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	98.5239852398524	2.65648e-131	471.966			0	2	3	0	0	10	5	
OTU_575	uncultured geobacter sp. ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__desulfuromonadales;f__geobacteraceae;g__geobacter;s__geobacter spp.;superkingdom__bacteria;subphylum__delta/epsilon subdivisions	90.4059040590406	1.91448e-101	372.78			4	0	1	0	0	0	13	
OTU_576	uncultured anaeromyxobacter sp. ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__myxococcales;f__anaeromyxobacteraceae;g__anaeromyxobacter;s__anaeromyxobacter spp.;superkingdom__bacteria;subphylum__delta/epsilon subdivisions;suborder__cystobacterineae	97.4169741697417	5.85128e-127	457.539			0	3	16	0	4	0	6	
OTU_577	aj535122.1 uranium mill tailings clone gitt_gr_74  ;k__archaea;p__thaumarchaeota;c__thaumarchaeota;o__nitrososphaerales;f__nitrososphaeraceae;g__candidatus nitrososphaera;s__candidatus nitrososphaera;superkingdom__archaea	98.4189723320158	2.12721e-119	432.291			1	0	4	0	0	0	12	
OTU_578	actinomycetales bacterium rs_16 ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__motilibacteraceae;g__motilibacter;s__actinomycetales bacterium;superkingdom__bacteria;subclass  actinobacteridae;suborder__frankineae	98.5239852398524	2.65648e-131	471.966			0	3	0	13	4	0	0	
OTU_579	uncultured sporichthya sp. ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__sporichthyaceae;g__sporichthya;s__sporichthya spp.;superkingdom__bacteria;subclass  actinobacteridae;suborder__frankineae	95.2029520295203	1.19709e-116	423.275			18	0	1	0	0	0	1	
OTU_580	uncultured thermobifida sp. ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__nocardiopsaceae;g__thermobifida;s__thermobifida spp.;superkingdom__bacteria;subclass  actinobacteridae;suborder__streptosporangineae	94.4852941176471	1.47055e-115	419.668			0	0	0	20	0	0	0	
OTU_581	uncultured nitrosovibrio sp. ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__nitrosomonadales;f__nitrosomonadaceae;g__nitrosovibrio;s__nitrosovibrio spp.;superkingdom__bacteria	92.619926199262	1.3773e-109	399.831			0	0	0	0	0	0	25	
OTU_582	uncultured alloactinosynnema sp. ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__pseudonocardiaceae;g__alloactinosynnema;s__alloactinosynnema spp.;superkingdom__bacteria;subclass  actinobacteridae;suborder__pseudonocardineae	96.969696969697	5.43476e-121	437.702			0	0	0	6	25	5	0	
OTU_583	uncultured pedosphaera sp. ;k__bacteria;p__verrucomicrobia;c__verrucomicrobiae;o__verrucomicrobiales;f__verrucomicrobia subdivision 3;g__pedosphaera;s__pedosphaera spp.;superkingdom__bacteria;superphylum__chlamydiae/verrucomicrobia group	97.7859778597786	1.66946e-127	459.342			1	0	5	9	0	0	13	
OTU_584	uncultured conexibacter sp. ;k__bacteria;p__actinobacteria;c__actinobacteria;o__solirubrobacterales;f__conexibacteraceae;g__conexibacter;s__conexibacter spp.;superkingdom__bacteria;subclass  rubrobacteridae	95.2029520295203	9.86739e-118	426.881			0	16	0	4	0	0	0	
OTU_585	uncultured pasteuria sp. ;k__bacteria;p__firmicutes;c__bacilli;o__bacillales;f__pasteuriaceae;g__pasteuria;s__pasteuria spp.;superkingdom__bacteria	95.9409594095941	1.57012e-121	439.505			1	3	7	1	0	13	6	
OTU_586	azospirillum sp. pd_e_(r)_m_d_4(5) ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhodospirillales;f__rhodospirillaceae;g__azospirillum;s__azospirillum sp.;superkingdom__bacteria	92.9889298892989	1.37159e-109	399.831			0	1	0	5	13	0	0	
OTU_587	aj551129.1 psychrobacter sp. es9  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__pseudomonadales;f__pseudomonadaceae;g__pseudomonas;s__pseudomonas stutzeri;superkingdom__bacteria;species group  pseudomonas stutzeri group;species subgroup  pseudomonas stutzeri subgroup	99.6309963099631	4.20949e-135	484.589			0	0	0	0	1	19	0	
OTU_588	uncultured phenylobacterium sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__caulobacterales;f__caulobacteraceae;g__phenylobacterium;s__phenylobacterium spp.;superkingdom__bacteria	98.8929889298893	2.64545e-131	471.966			1	4	4	1	0	8	1	
OTU_589	dyadobacter sp. lad_5k ;k__bacteria;p__bacteroidetes;c__cytophagia;o__cytophagales;f__cytophagaceae;g__dyadobacter;s__dyadobacter sp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	98.8636363636364	1.37038e-128	462.949			1	1	1	15	2	0	0	
OTU_590	dq768115.1 cystobacter velatus str. dsm 14718  ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__myxococcales;f__cystobacteraceae;g__cystobacter;s__cystobacter fuscus;superkingdom__bacteria;subphylum__delta/epsilon subdivisions;suborder__cystobacterineae	99.2619926199262	5.1282e-134	480.982			0	0	0	36	4	4	0	
OTU_591	uncultured haliangium sp. ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__myxococcales;f__kofleriaceae;g__haliangium;s__haliangium spp.;superkingdom__bacteria;subphylum__delta/epsilon subdivisions;suborder__nannocystineae	91.3533834586466	1.90654e-101	372.78			13	0	4	0	0	0	4	
OTU_592	uncultured saccharophagus sp. ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__alteromonadales;f__alteromonadaceae;g__saccharophagus;s__saccharophagus spp.;superkingdom__bacteria	95.5882352941177	8.1334e-119	430.488			2	0	5	0	2	5	5	
OTU_593	aj318524.1 rhodovibrio sodomensis str. sg3105  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhodospirillales;f__rhodospirillaceae;g__rhodovibrio;s__rhodovibrio sodomensis;superkingdom__bacteria	91.8518518518518	3.00854e-105	385.404			0	0	0	3	16	0	0	
OTU_594	uncultured gemmatimonas sp. ;k__bacteria;p__gemmatimonadetes;c__gemmatimonadetes;o__gemmatimonadales;f__gemmatimonadaceae;g__gemmatimonas;s__gemmatimonas spp.;superkingdom__bacteria	93.5606060606061	3.94604e-110	401.634			0	1	19	1	0	2	1	
OTU_595	gemmata sp. io5_6 ;k__bacteria;p__planctomycetes;c__planctomycetia;o__planctomycetales;f__planctomycetaceae;g__gemmata;s__gemmata sp.;superkingdom__bacteria	92.9889298892989	1.13056e-110	403.438			0	3	1	6	0	9	0	
OTU_596	uncultured pelobacter sp. ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__desulfuromonadales;f__pelobacteraceae;g__pelobacter;s__pelobacter spp.;superkingdom__bacteria;subphylum__delta/epsilon subdivisions	97.4169741697417	2.02535e-126	455.735			8	2	6	0	0	0	6	
OTU_597	uncultured rhodopirellula sp. ;k__bacteria;p__planctomycetes;c__planctomycetia;o__planctomycetales;f__planctomycetaceae;g__rhodopirellula;s__rhodopirellula spp.;superkingdom__bacteria	99.2619926199262	5.1282e-134	480.982			17	0	0	0	0	0	2	
OTU_598	gemmatimonas sp. ap64 ;k__bacteria;p__gemmatimonadetes;c__gemmatimonadetes;o__gemmatimonadales;f__gemmatimonadaceae;g__gemmatimonas;s__gemmatimonas sp.;superkingdom__bacteria	97.4169741697417	5.85128e-127	457.539			0	0	7	7	14	0	2	
OTU_599	uncultured acidobacterium sp. ;k__bacteria;p__acidobacteria;c__acidobacteriia;o__acidobacteriales;f__acidobacteriaceae;g__acidobacterium;s__acidobacterium spp.;superkingdom__bacteria;superphylum__fibrobacteres/acidobacteria group	98.5239852398524	2.65648e-131	471.966			0	5	16	10	74	5	0	
OTU_600	uncultured solirubrobacter sp. ;k__bacteria;p__actinobacteria;c__actinobacteria;o__solirubrobacterales;f__solirubrobacteraceae;g__solirubrobacter;s__solirubrobacter spp.;superkingdom__bacteria;subclass  rubrobacteridae	97.4169741697417	5.85128e-127	457.539			0	2	1	15	12	1	0	
OTU_601	uncultured phycisphaera sp. ;k__bacteria;p__planctomycetes;c__phycisphaerae;o__phycisphaerales;f__phycisphaeraceae;g__phycisphaera;s__phycisphaera spp.;superkingdom__bacteria	92.2794117647059	2.49022e-106	389.011			0	4	6	0	8	2	0	
OTU_602	uncultured massilia sp. ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__oxalobacteraceae;g__massilia;s__massilia spp.;superkingdom__bacteria	94.8339483394834	1.2071e-116	423.275			1	0	10	0	0	0	3	
OTU_603	uncultured singulisphaera sp. ;k__bacteria;p__planctomycetes;c__planctomycetia;o__planctomycetales;f__planctomycetaceae;g__singulisphaera;s__singulisphaera spp.;superkingdom__bacteria	97.7941176470588	5.80272e-127	457.539			5	1	0	1	10	1	0	
OTU_604	uncultured haliangium sp. ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__myxococcales;f__kofleriaceae;g__haliangium;s__haliangium spp.;superkingdom__bacteria;subphylum__delta/epsilon subdivisions;suborder__nannocystineae	92.619926199262	1.3773e-109	399.831			1	0	0	0	0	16	2	
OTU_605	uncultured planctomyces sp. ;k__bacteria;p__planctomycetes;c__planctomycetia;o__planctomycetales;f__planctomycetaceae;g__planctomyces;s__planctomyces spp.;superkingdom__bacteria	92.619926199262	1.3773e-109	399.831			1	0	6	0	0	0	12	
OTU_606	uncultured acidobacterium sp. ;k__bacteria;p__acidobacteria;c__acidobacteriia;o__acidobacteriales;f__acidobacteriaceae;g__acidobacterium;s__acidobacterium spp.;superkingdom__bacteria;superphylum__fibrobacteres/acidobacteria group	99.2565055762082	9.23353581293351e-131	470.16219247407			0	9	5	0	3	0	0	
OTU_607	uncultured gemmatimonas sp. ;k__bacteria;p__gemmatimonadetes;c__gemmatimonadetes;o__gemmatimonadales;f__gemmatimonadaceae;g__gemmatimonas;s__gemmatimonas spp.;superkingdom__bacteria	91.98606271777	6.20105910701268e-114	414.257759639622			0	1	0	7	10	1	0	
OTU_608	sandaracinus amylolyticus ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__myxococcales;f__sandaracinaceae;g__sandaracinus;s__sandaracinus amylolyticus;superkingdom__bacteria;subphylum__delta/epsilon subdivisions;suborder__sorangiineae	90.7407407407407	5.48508377346962e-102	374.583646015176			4	3	0	0	0	12	0	
OTU_609	uncultured saccharospirillum sp. ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__oceanospirillales;f__saccharospirillaceae;g__saccharospirillum;s__saccharospirillum spp.;superkingdom__bacteria	94.8818897637795	1.37730407243672e-109	399.830809230733			1	0	1	1	0	0	22	
OTU_610	uncultured candidatus kuenenia sp. ;k__bacteria;p__planctomycetes;c__planctomycetia;o__candidatus brocadiales;f__candidatus brocadiaceae;g__candidatus kuenenia;s__uncultured candidatus kuenenia sp.;superkingdom__bacteria	96.1538461538462	5.48508377346962e-102	374.583646015176			0	0	11	0	0	0	15	
OTU_611	uncultured chondromyces sp. ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__myxococcales;f__polyangiaceae;g__chondromyces;s__chondromyces spp.;superkingdom__bacteria;subphylum__delta/epsilon subdivisions;suborder__sorangiineae	99.6309963099631	4.20948551855597e-135	484.589142882959			2	5	0	19	0	1	2	
OTU_612	uncultured phycisphaera sp. ;k__bacteria;p__planctomycetes;c__phycisphaerae;o__phycisphaerales;f__phycisphaeraceae;g__phycisphaera;s__phycisphaera spp.;superkingdom__bacteria	98.5347985347985	4.80301950966787e-128	461.145348468514			6	3	4	0	0	0	3	
OTU_613	uncultured holophaga sp. ;k__bacteria;p__acidobacteria;c__holophagae;o__holophagales;f__holophagaceae;g__holophaga;s__holophaga spp.;superkingdom__bacteria;superphylum__fibrobacteres/acidobacteria group	95.9409594095941	1.57011542174268e-121	439.504922855179			6	1	0	0	0	0	12	
OTU_614	caulobacter fusiformis ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__caulobacterales;f__caulobacteraceae;g__caulobacter;s__caulobacter fusiformis;superkingdom__bacteria	97.0479704797048	8.64802953454554e-125	450.325135661847			0	0	2	8	12	3	0	
OTU_615	streptomyces sp. 3_166 ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__streptomycetaceae;g__streptomyces;s__streptomyces sp.;superkingdom__bacteria;subclass  actinobacteridae;suborder__streptomycineae	96.6789667896679	3.03103581025806e-124	448.521766860735			0	1	0	19	6	0	0	
OTU_616	uncultured caulobacter sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__caulobacterales;f__caulobacteraceae;g__caulobacter;s__caulobacter spp.;superkingdom__bacteria	96.6789667896679	3.67723572977376e-123	444.915029258513			0	1	2	0	0	14	1	
OTU_617	uncultured conexibacter sp. ;k__bacteria;p__actinobacteria;c__actinobacteria;o__solirubrobacterales;f__conexibacteraceae;g__conexibacter;s__conexibacter spp.;superkingdom__bacteria;subclass  rubrobacteridae	92.619926199262	1.6709376143913e-108	396.22407162851			3	0	13	1	0	2	1	
OTU_618	uncultured sediminibacterium sp. ;k__bacteria;p__bacteroidetes;c__sphingobacteriia;o__sphingobacteriales;f__chitinophagaceae;g__sediminibacterium;s__sediminibacterium spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	99.6309963099631	4.20948551855597e-135	484.589142882959			2	2	1	5	6	5	3	
OTU_619	uncultured acidobacterium sp. ;k__bacteria;p__acidobacteria;c__acidobacteriia;o__acidobacteriales;f__acidobacteriaceae;g__acidobacterium;s__acidobacterium spp.;superkingdom__bacteria;superphylum__fibrobacteres/acidobacteria group	97.3782771535581	8.64802953454554e-125	450.325135661847			0	0	0	0	0	0	18	
OTU_620	af039293.1 herpetosiphon geysericola str. atcc23076  ;k__bacteria;p__chloroflexi;c__chloroflexia;o__herpetosiphonales;f__herpetosiphonaceae;g__herpetosiphon;s__herpetosiphon geysericola;superkingdom__bacteria	89.6678966789668	9.91726410927806e-099	363.763433208509			0	0	0	17	1	0	0	
OTU_621	parasegetibacter sp. sgm2_10 ;k__bacteria;p__bacteroidetes;c__sphingobacteriia;o__sphingobacteriales;f__chitinophagaceae;g__parasegetibacter;s__parasegetibacter sp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	95.9409594095941	1.57011542174268e-121	439.504922855179			1	0	4	0	0	0	13	
OTU_622	uncultured ferrithrix sp. ;k__bacteria;p__actinobacteria;c__actinobacteria;o__acidimicrobiales;f__acidimicrobiaceae;g__ferrithrix;s__ferrithrix spp.;superkingdom__bacteria;subclass  acidimicrobidae;suborder__acidimicrobineae	97.0588235294118	2.48802570314021e-125	452.128504462958			0	10	1	1	0	4	2	
OTU_623	uncultured chitinophaga sp. ;k__bacteria;p__bacteroidetes;c__sphingobacteriia;o__sphingobacteriales;f__chitinophagaceae;g__chitinophaga;s__chitinophaga spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	96.309963099631	3.69255754531448e-123	444.915029258513			1	10	4	0	0	1	3	
OTU_624	uncultured nannocystis sp. ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__myxococcales;f__nannocystaceae;g__nannocystis;s__nannocystis spp.;superkingdom__bacteria;subphylum__delta/epsilon subdivisions;suborder__nannocystineae	96.2121212121212	2.33025789896505e-119	432.291447650734			4	2	0	10	14	4	4	
OTU_625	uncultured gemmatimonas sp. ;k__bacteria;p__gemmatimonadetes;c__gemmatimonadetes;o__gemmatimonadales;f__gemmatimonadaceae;g__gemmatimonas;s__gemmatimonas spp.;superkingdom__bacteria	93.7716262975779	7.11954053757396e-120	434.094816451846			0	0	0	2	0	0	16	
OTU_626	woodsholea maritima ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__caulobacterales;f__caulobacteraceae;g__woodsholea;s__woodsholea maritima;superkingdom__bacteria	94.8529411764706	5.11143693656084e-115	417.864497241845			4	0	0	0	0	10	0	
OTU_627	deinococcus sp. h9 ;k__bacteria;p__deinococcus_thermus;c__deinococci;o__deinococcales;f__deinococcaceae;g__deinococcus;s__deinococcus sp.;superkingdom__bacteria	100	5.41425088208978e-127	457.538610866291			0	0	0	4	15	0	0	
OTU_628	uncultured mesorhizobium sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__phyllobacteriaceae;g__mesorhizobium;s__mesorhizobium spp.;superkingdom__bacteria	97.0479704797048	8.64802953454554e-125	450.325135661847			3	5	5	1	0	22	3	
OTU_629	uncultured methylobacillus sp. ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__methylophilales;f__methylophilaceae;g__methylobacillus;s__methylobacillus spp.;superkingdom__bacteria	97.0479704797048	7.12831298661118e-126	453.931873264069			16	2	0	0	0	0	2	
OTU_630	uncultured candidatus methylomirabilis sp. ;k__bacteria;p__bacteria;c__bacteria;o__bacteria;f__bacteria;g__candidatus methylomirabilis;s__uncultured candidatus methylomirabilis sp.;superkingdom__bacteria	85.9778597785978	3.69908608803439e-085	318.679213180729			2	2	0	0	0	0	10	
OTU_631	uncultured porphyrobacter sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__sphingomonadales;f__erythrobacteraceae;g__porphyrobacter;s__porphyrobacter spp.;superkingdom__bacteria	98.0314960629921	1.81754940093118e-120	435.898185252957			0	0	3	0	14	0	0	
OTU_632	uncultured pelobacter sp. ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__desulfuromonadales;f__pelobacteraceae;g__pelobacter;s__pelobacter spp.;superkingdom__bacteria;subphylum__delta/epsilon subdivisions	97.7859778597786	2.96815124987926e-124	448.521766860735			4	14	15	0	0	1	53	
OTU_633	uncultured gemmata sp. ;k__bacteria;p__planctomycetes;c__planctomycetia;o__planctomycetales;f__planctomycetaceae;g__gemmata;s__gemmata spp.;superkingdom__bacteria	87.0722433460076	3.02379561605961e-086	322.285950782951			2	0	0	0	0	0	16	
OTU_634	alteromonas sp. gp_3_7.1 ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__alteromonadales;f__alteromonadaceae;g__alteromonas;s__alteromonas sp.;superkingdom__bacteria	91.5129151291513	3.03371410405754e-105	385.403858821843			4	1	4	0	0	1	9	
OTU_635	uncultured pirellula sp. ;k__bacteria;p__planctomycetes;c__planctomycetia;o__planctomycetales;f__planctomycetaceae;g__pirellula;s__pirellula spp.;superkingdom__bacteria	97.4169741697417	5.85127561696698e-127	457.538610866291			2	2	5	4	3	4	1	
OTU_636	uncultured mucilaginibacter sp. ;k__bacteria;p__bacteroidetes;c__sphingobacteriia;o__sphingobacteriales;f__sphingobacteriaceae;g__mucilaginibacter;s__mucilaginibacter spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	99.2619926199262	5.12820319074768e-134	480.982405280737			0	2	0	7	1	7	1	
OTU_637	uncultured haliangium sp. ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__myxococcales;f__kofleriaceae;g__haliangium;s__haliangium spp.;superkingdom__bacteria;subphylum__delta/epsilon subdivisions;suborder__nannocystineae	99.2619926199262	5.12820319074768e-134	480.982405280737			0	0	0	0	0	0	18	
OTU_638	uncultured iamia sp. ;k__bacteria;p__actinobacteria;c__actinobacteria;o__acidimicrobiales;f__iamiaceae;g__iamia;s__iamia spp.;superkingdom__bacteria;subclass  acidimicrobidae;suborder__acidimicrobineae	98.8970588235294	7.61093e-132	473.769			0	0	3	3	13	0	0	
OTU_639	uncultured gemmata sp. ;k__bacteria;p__planctomycetes;c__planctomycetia;o__planctomycetales;f__planctomycetaceae;g__gemmata;s__gemmata spp.;superkingdom__bacteria	97.0479704797048	8.612e-125	450.325			9	3	1	1	0	3	2	
OTU_640	uncultured acidobacterium sp. ;k__bacteria;p__acidobacteria;c__acidobacteriia;o__acidobacteriales;f__acidobacteriaceae;g__acidobacterium;s__acidobacterium spp.;superkingdom__bacteria;superphylum__fibrobacteres/acidobacteria group	98.1549815498155	1.37038e-128	462.949			0	19	0	0	0	0	0	
OTU_641	uncultured ralstonia sp. ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__burkholderiaceae;g__ralstonia;s__ralstonia spp.;superkingdom__bacteria	92.9961089494163	9.97359e-105	383.6			2	2	5	0	0	9	0	
OTU_642	sandaracinus amylolyticus ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__myxococcales;f__sandaracinaceae;g__sandaracinus;s__sandaracinus amylolyticus;superkingdom__bacteria;subphylum__delta/epsilon subdivisions;suborder__sorangiineae	91.8518518518518	2.49022e-106	389.011			0	1	1	0	0	16	0	
OTU_643	uncultured acidobacterium sp. ;k__bacteria;p__acidobacteria;c__acidobacteriia;o__acidobacteriales;f__acidobacteriaceae;g__acidobacterium;s__acidobacterium spp.;superkingdom__bacteria;superphylum__fibrobacteres/acidobacteria group	97.0479704797048	8.64803e-125	450.325			0	1	1	14	1	1	0	
OTU_644	af367204.1 sphingopyxis chilensis str. s37  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__sphingomonadales;f__sphingomonadaceae;g__sphingopyxis;s__sphingopyxis chilensis;superkingdom__bacteria	99.2619926199262	6.22151e-133	477.376			8	0	1	0	0	6	2	
OTU_645	aurantimonas sp. pamc26543 ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__aurantimonadaceae;g__aurantimonas;s__aurantimonas sp.;superkingdom__bacteria	98.8929889298893	2.64545e-131	471.966			2	0	2	1	9	0	2	
OTU_646	uncultured nocardioides sp. ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__nocardioidaceae;g__nocardioides;s__nocardioides spp.;superkingdom__bacteria;subclass  actinobacteridae;suborder__propionibacterineae	99.2619926199262	5.1282e-134	480.982			1	0	5	1	3	5	0	
OTU_647	uncultured pirellula sp. ;k__bacteria;p__planctomycetes;c__planctomycetia;o__planctomycetales;f__planctomycetaceae;g__pirellula;s__pirellula spp.;superkingdom__bacteria	89.2988929889299	4.21693e-97	358.353			0	3	9	0	0	0	5	
