Pathway L1	Pathway L2	Pathway L3	S18.K0010A2	S18.K0011C1	S18.K0011C2	S18.K0033C1	S18.K0033C2	S18.K0145B1	S18.K0147C2	S18.K0148A1	S18.K0154C1	S18.K0154C2	S18.K0191C1	S18.K0192B2	S18.K0192C1	S18.K0195C1
Metabolism	Xenobiotics biodegradation and metabolism	 Xylene degradation [PATH:ko00622]	2100.2797619047615	4588.401695526696	1728.5905122655108	2089.0200577200567	1299.5428571428572	1970.447546897547	1355.732563732564	4507.59769119769	5141.641594516602	4739.337373737373	3552.6465728715734	3255.53300865801	4611.753715728713	4040.821696081695
Metabolism	Xenobiotics biodegradation and metabolism	 Toluene degradation [PATH:ko00623]	1722.7120129870084	3574.35642135642	1472.777074314571	1882.3065295815263	1281.1785714285718	2018.8242243867287	948.2083513708516	2681.404292929289	3466.4212842712823	3529.7456349206386	3112.763726551225	3101.8229797979798	3394.097979797976	3066.726360028858
Metabolism	Xenobiotics biodegradation and metabolism	 Polycyclic aromatic hydrocarbon degradation [PATH:ko00624]	1709.2699855699855	2631.607287157287	1453.4795454545447	1790.9368686868677	1700.8396825396842	2532.509163059163	747.5538600288595	1459.9278860028862	2143.0924963924967	2093.290873015872	3099.752236652237	3647.0792929293	3423.6804834054824	2290.8983549783534
Metabolism	Xenobiotics biodegradation and metabolism	 Chloroalkane and chloroalkene degradation [PATH:ko00625]	5138.367460317459	7237.138203463213	4154.572655122655	5260.210028860032	4558.210317460314	6206.988023088023	2649.757419432421	5836.194696969699	7919.928787878784	7450.62846320347	9458.746897546893	9848.308044733032	10323.760858585862	7622.94247918748
Metabolism	Xenobiotics biodegradation and metabolism	 Naphthalene degradation [PATH:ko00626]	1979.5972402597404	3129.9727994228033	1741.8191738816747	1983.1349386724387	1745.2595238095248	2414.944787157287	989.7850529100529	1790.4711219336225	2750.2440836940805	2863.3179292929285	3541.489466089459	3834.5038239538176	3995.5530844155865	2807.0373956598996
Metabolism	Xenobiotics biodegradation and metabolism	 Aminobenzoate degradation [PATH:ko00627]	4432.555321067824	8838.289249639254	3825.007593795092	5230.792766955257	3505.951190476189	6016.404058441562	2724.9873256373257	5144.872204184703	7725.746374458873	8439.971500721502	8138.216630591636	8152.522619047621	10373.175613275618	8423.240971250978
Metabolism	Carbohydrate metabolism	 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	24692.85185786435	40990.965656565655	19635.17234848485	26818.51679292929	19977.177777777793	27703.955104617595	14041.697594997597	35880.183387445904	44264.37444083694	43952.19595959595	46609.89058441559	45591.81567460315	48482.864989177484	40375.290779220784
Metabolism	Xenobiotics biodegradation and metabolism	 Nitrotoluene degradation [PATH:ko00633]	699.6500360750359	1143.2837301587304	626.5236111111112	816.4198773448774	688.2694444444447	1007.808928571429	437.94590548340545	344.7953102453099	914.5323773448771	1290.4523809523812	1446.4655663780673	1576.925631313131	1773.5238095238099	1216.7617460317458
Metabolism	Carbohydrate metabolism	 Propanoate metabolism [PATH:ko00640]	17343.37678571428	30409.60216450216	14212.150523088018	19597.901352813835	14336.6380952381	21650.174549062034	10596.748593073586	24323.32941919192	31445.934343434332	32489.273520923503	33560.48466810967	32923.40961399709	37533.18998917753	30236.403709901202
Metabolism	Xenobiotics biodegradation and metabolism	 Ethylbenzene degradation [PATH:ko00642]	859.0770923520927	1436.6936507936502	716.5051587301581	963.555411255411	563.500396825397	713.1337301587303	623.5361231361226	1297.0115440115426	1577.5544552669544	1581.9691197691157	1625.9081168831135	1402.5930916305908	1767.8202380952328	1419.9834634809633
Metabolism	Xenobiotics biodegradation and metabolism	 Styrene degradation [PATH:ko00643]	3714.316089466091	5440.795165945169	3078.753084415585	4081.6219336219287	3089.165873015872	4266.489664502169	2119.065614478115	3791.9090187590236	5602.194318181814	5715.675865800869	6866.036453823955	6825.805266955271	8190.238329725831	5809.324690309693
Metabolism	Carbohydrate metabolism	 Butanoate metabolism [PATH:ko00650]	18938.307720057717	30822.996031746035	15720.135714285723	20025.34152236652	16324.343650793653	23149.173809523807	10890.6267075517	24272.44935064934	32015.461706349208	32789.86583694084	35843.972907647905	36761.12059884559	40164.876587301595	30347.459544899528
Metabolism	Carbohydrate metabolism	 C5-Branched dibasic acid metabolism [PATH:ko00660]	6120.953805916309	10659.959523809519	5192.448015873017	6732.240674603175	4973.720634920637	7099.313888888886	3505.743861231361	8252.195508658013	10508.403300865792	11288.619300144297	11536.268560606064	11589.250631313143	12223.277380952379	9903.770626040628
Metabolism	Metabolism of cofactors and vitamins	 One carbon pool by folate [PATH:ko00670]	7319.914989177488	12696.998953823952	5729.555735930736	8201.490818903318	5897.989682539683	8490.87860750361	4214.7056216931205	11588.269282106778	13809.675324675314	14313.480194805185	14038.464159451663	13889.961111111095	13931.155483405475	12439.247597125097
Metabolism	Energy metabolism	 Methane metabolism [PATH:ko00680]	17522.304437229413	26698.668831168845	14535.919173881679	18654.019227994235	14079.91944444444	18891.776136363645	9885.604371091871	21833.460209235214	28884.1441017316	30077.56313131312	32677.44810606061	32314.753102453113	33415.379473304485	26057.581606726617
Metabolism	Energy metabolism	 Carbon fixation in photosynthetic organisms [PATH:ko00710]	8873.53441558441	13881.127813852809	7279.137049062048	10025.596897546904	7582.69087301587	10513.8143939394	5213.837265512264	10584.862157287165	14431.746212121201	16157.277922077932	17310.809884559898	17430.54040404042	17833.879942279942	13952.837817182814
Metabolism	Energy metabolism	 Carbon fixation pathways in prokaryotes [PATH:ko00720]	21197.766919191916	29246.425793650793	17648.67956349207	21986.486363636355	18605.355952380956	24427.336706349197	11772.843837181328	22837.03405483406	31642.161958874447	33184.04751082249	40583.49882756132	41842.35037878789	42372.14246031746	29721.193117715615
Metabolism	Metabolism of cofactors and vitamins	 Thiamine metabolism [PATH:ko00730]	7103.171807359309	11335.246103896105	5529.325883838384	7546.295508658002	5972.493650793653	7711.044859307366	3960.5428090428077	10532.027074314576	12745.365205627699	12909.760425685441	13428.723015873022	13601.376316738813	13498.874170274183	10919.158785658772
Metabolism	Metabolism of cofactors and vitamins	 Riboflavin metabolism [PATH:ko00740]	4617.516919191919	8494.534487734487	3645.824062049061	4661.452128427129	3375.64484126984	4557.139971139969	2541.4083213083213	8405.481385281388	9401.97898629149	9463.40183982684	8151.224567099576	7910.678860028855	8072.371645021642	7872.822003829494
Metabolism	Metabolism of cofactors and vitamins	 Vitamin B6 metabolism [PATH:ko00750]	3633.4215909090876	5680.390367965364	2969.2959956709933	4054.041901154401	3054.427777777778	4133.8901515151565	2127.2294793169785	4775.3057178932195	6031.3595598845595	6491.877200577203	6964.21351010102	6944.970147907654	6828.041720779225	5867.216772671779
Metabolism	Metabolism of cofactors and vitamins	 Nicotinate and nicotinamide metabolism [PATH:ko00760]	10879.876118326118	19126.37031024531	8696.618145743145	11776.032647907656	8792.593650793651	12550.241486291488	6007.747787397784	16384.008766233765	19975.655952380952	20628.281385281374	19984.414826839835	19823.59621212121	20286.03250360751	18244.784265179256
Metabolism	Metabolism of cofactors and vitamins	 Pantothenate and CoA biosynthesis [PATH:ko00770]	11614.565836940841	18811.83961038962	9456.953282828288	12510.475180375177	9748.753571428579	13721.605339105334	6656.741101491104	15836.17481962482	20003.843885281385	21086.770490620507	21796.631709956717	22075.821663059163	23016.396266233773	18506.119608447116
Metabolism	Metabolism of cofactors and vitamins	 Biotin metabolism [PATH:ko00780]	9523.067442279938	14675.02489177488	7506.725559163057	10245.585371572872	8256.04047619048	11812.530826118325	5643.209163059158	12247.627362914862	15705.022925685427	16493.319047619043	18265.554689754703	18443.219029581538	18845.870490620488	15233.799913974919
Metabolism	Metabolism of cofactors and vitamins	 Lipoic acid metabolism [PATH:ko00785]	1173.0895923520923	1999.7381673881678	914.2542568542563	1421.0793831168833	987.3150793650792	1482.6287878787884	717.8973484848486	1652.0757034632038	2097.5003607503627	2258.36558441559	2383.106944444448	2325.800865800865	2404.581709956705	1947.4379698079701
Metabolism	Metabolism of cofactors and vitamins	 Folate biosynthesis [PATH:ko00790]	13729.486471861477	22272.664466089456	10607.57334054834	14184.073917748914	11277.576190476184	15252.677922077924	7302.697510822507	20838.651839826838	24687.05790043289	24972.413780663795	25788.335317460325	25837.456836219346	25484.585028860027	21521.506882284382
Metabolism	Xenobiotics biodegradation and metabolism	 Atrazine degradation [PATH:ko00791]	1239.0894300144305	2619.0029581529593	986.9904040404035	1314.7944805194804	819.0115079365087	1285.6064935064933	635.5158730158728	2379.5880591630603	2791.8685786435785	2750.40238095238	1987.9888167388165	1908.2240981240989	2008.7905844155823	2499.511702741702
Metabolism	Metabolism of cofactors and vitamins	 Retinol metabolism [PATH:ko00830]	1494.1682720057718	1802.7548340548387	1303.1796536796542	1429.327687590188	1366.5043650793655	1751.5954545454551	716.1935846560846	1302.6520743145738	1962.699819624815	1953.5834054834054	2699.2240800865734	2987.013961038955	2972.357106782109	1942.302121489626
Metabolism	Metabolism of cofactors and vitamins	 Porphyrin and chlorophyll metabolism [PATH:ko00860]	15811.652795815296	24643.08106060604	13346.682575757577	16469.299116161612	12639.094047619057	16880.141594516597	8543.61812770562	19289.251424963924	25736.166702741724	27514.373088023116	28837.2147727273	28677.62159090911	28191.904112554104	25166.569413641893
Metabolism	Metabolism of terpenoids and polyketides	 Terpenoid backbone biosynthesis [PATH:ko00900]	8441.137518037514	14262.543686868692	6981.816017316015	9318.889393939395	7045.149206349212	10210.792568542565	5021.614345839343	11482.46623376623	14810.414808802307	15936.640223665223	16339.321536796539	16333.735479797979	16839.0735930736	14018.635480352985
Metabolism	Biosynthesis of other secondary metabolites	 Indole alkaloid biosynthesis [PATH:ko00901]	19.5	17.8928571428571	15.7333333333333	33.9777777777778	6.40476190476191	15.5714285714286	8.16666666666667	3.41666666666667	21.6611111111111	25.7166666666667	47.7333333333333	25.5333333333333	133.980555555556	31.8095238095238
Metabolism	Metabolism of terpenoids and polyketides	 Monoterpenoid biosynthesis [PATH:ko00902]	1.5	4.29166666666667	1.58333333333333	6.94444444444444	2.75	6.94444444444444	2.0	2.41666666666667	3.94444444444444	9.58333333333333	7.22222222222222	15.25	3.52777777777778	4.63888888888889
Metabolism	Metabolism of terpenoids and polyketides	 Limonene and pinene degradation [PATH:ko00903]	2449.5500901875866	4868.993470418473	2005.0338023088023	2905.599332611833	2084.106349206345	3941.4427128427087	1762.3889911014917	3758.038113275616	4939.843344155847	4982.5041125541175	4963.407846320351	4774.592099567094	5706.479058441557	5129.429181651681
Metabolism	Metabolism of terpenoids and polyketides	 Carotenoid biosynthesis [PATH:ko00906]	993.29420995671	2136.0379870129873	828.2170274170279	1463.5530844155835	766.0400793650799	1146.966341991343	651.3201479076475	1070.2342893217894	1739.5543290043288	2262.2461760461765	2310.3736471861525	2081.3591269841236	2086.1405303030324	1683.3233694083697
Metabolism	Metabolism of terpenoids and polyketides	 Zeatin biosynthesis [PATH:ko00908]	556.340386002886	957.776623376623	427.535461760462	663.050234487734	468.171825396825	685.943362193362	339.479034391534	811.754527417027	993.039195526695	1087.64884559885	1115.74846681097	1099.84426406926	1140.94244227994	934.357200854701
Metabolism	Metabolism of terpenoids and polyketides	 Sesquiterpenoid and triterpenoid biosynthesis [PATH:ko00909]	356.6838383838385	187.5809884559884	295.41641414141446	325.3797979797976	315.4257936507939	414.3001082251079	159.01663059163096	39.8240981240981	320.5686868686871	265.9595598845598	764.8795093795089	732.9131132756131	794.0481962481961	315.178138528138
Metabolism	Energy metabolism	 Nitrogen metabolism [PATH:ko00910]	11115.332034632042	17022.546969696963	8657.684108946614	11049.817099567095	9270.376984126977	12627.559361471864	5700.954984367485	16279.061976911977	19593.573556998548	18920.62485569986	19953.7036976912	20507.049242424244	20745.982070707072	17706.308550061043
Metabolism	Energy metabolism	 Sulfur metabolism [PATH:ko00920]	13235.95546536796	25253.333261183252	10088.08522727273	13403.058026695528	10221.248809523802	15895.163077200588	7375.701575276578	26578.625955988446	29111.80560966812	27953.467243867224	23616.350000000013	23228.967622655127	24784.254996392498	24683.98012348763
Metabolism	Xenobiotics biodegradation and metabolism	 Caprolactam degradation [PATH:ko00930]	1837.6426948051937	3510.374603174607	1704.417261904762	2374.402182539678	1754.4071428571426	3480.3609126984097	1396.8995430495436	1622.2391594516598	3098.286147186149	3644.7908730158733	3981.3674603174654	4011.710912698412	5147.097023809524	4048.7179365079387
Metabolism	Biosynthesis of other secondary metabolites	 Phenylpropanoid biosynthesis [PATH:ko00940]	1952.9091450216454	3683.557611832609	1661.7643759018765	2679.7879329004345	1551.9003968253978	2465.4686688311645	1320.2128908128914	2281.906727994228	3294.250270562773	4386.509992784994	4187.558549783551	3755.835515873012	4718.170995670998	3491.8851262626254
Metabolism	Biosynthesis of other secondary metabolites	 Flavonoid biosynthesis [PATH:ko00941]	2.3	7.16666666666667	8.55555555555556	8.83333333333333	1.41388888888889	8.36666666666667	4.86666666666667	1.5	8.18888888888889	13.744444444444456	8.19444444444444	4.47222222222222	12.0083333333333	15.5444444444444
Metabolism	Biosynthesis of other secondary metabolites	 Isoflavonoid biosynthesis [PATH:ko00943]	257.388888888889	53.25	203.583333333333	211.833333333333	234.666666666667	219.666666666667	118.214285714286	13.1111111111111	124.625	125.416666666667	530.722222222222	490.706944444444	412.583333333333	122.854700854701
Metabolism	Biosynthesis of other secondary metabolites	 Flavone and flavonol biosynthesis [PATH:ko00944]	86.75	203.233333333333	88.4444444444444	208.241666666667	44.75	94.2777777777778	115.77380952381	52.3	142.161111111111	231.333333333333	208.008333333333	155.297222222222	314.125	216.597222222222
Metabolism	Biosynthesis of other secondary metabolites	 Stilbenoid, diarylheptanoid and gingerol biosynthesis [PATH:ko00945]	2.3	7.16666666666667	8.55555555555556	8.83333333333333	1.41388888888889	8.36666666666667	4.86666666666667	1.5	8.18888888888889	13.744444444444456	8.19444444444444	4.47222222222222	12.0083333333333	15.5444444444444
Metabolism	Biosynthesis of other secondary metabolites	 Isoquinoline alkaloid biosynthesis [PATH:ko00950]	2170.9724025974024	2674.0063852813837	1733.5183982683989	2000.9921356421353	1865.3555555555552	2166.230266955268	1020.746139971139	2491.0074675324686	3196.1469336219343	3200.1750360750357	4059.7505772005716	4083.8441017316018	3943.7690295815337	2614.5133552558555
Metabolism	Biosynthesis of other secondary metabolites	 Tropane, piperidine and pyridine alkaloid biosynthesis [PATH:ko00960]	2671.1998917748942	4160.045743145746	2055.686544011546	2803.6972943722976	2147.3063492063525	2851.972943722948	1393.1817700817696	3648.998196248197	4503.990891053389	4671.610425685421	5046.042568542564	4871.393272005774	4840.622961760459	3937.0158125208072
Metabolism	Biosynthesis of other secondary metabolites	 Betalain biosynthesis [PATH:ko00965]	594.7103535353531	789.159920634921	527.1694444444443	556.9909090909089	479.218253968254	468.86904761904765	254.1480880230879	416.72225829725863	697.7817821067821	813.1626984126987	1020.7709235209239	1078.6883297258291	921.283730158731	706.744184981685
Metabolism	Biosynthesis of other secondary metabolites	 Glucosinolate biosynthesis [PATH:ko00966]	854.055916305916	1571.39577922078	721.634704184704	878.716774891775	682.397222222222	850.026623376623	430.079737854738	1270.13986291486	1483.88311688312	1537.42702020202	1566.73189033189	1585.02813852814	1472.8038961039	1236.93223692974
Genetic Information Processing	Translation	 Aminoacyl-tRNA biosynthesis [PATH:ko00970]	34508.80248917749	65811.75389610388	26646.774314574322	39030.74357864359	26656.84365079364	41514.76446608944	20627.667003367	61836.16626984128	72244.21933621938	72577.06446608949	68241.98953823952	65305.99781746032	71040.4615440115	63802.25837107339
Metabolism	Xenobiotics biodegradation and metabolism	 Metabolism of xenobiotics by cytochrome P450 [PATH:ko00980]	3718.8450396825374	7397.428210678218	2856.6814935064976	3699.173430735928	2873.8408730158717	4703.8711399711365	1725.0832311207346	6656.963906926404	7831.432864357858	7672.118326118322	6484.918560606054	6624.79572510822	7381.701569264073	6949.3522946498
Metabolism	Metabolism of terpenoids and polyketides	 Insect hormone biosynthesis [PATH:ko00981]	1314.66367243867	2492.11038961039	951.039375901876	1380.24480519481	1030.47817460317	1629.09089105339	824.386922799423	2642.22925685426	2867.76774891775	2629.21244588745	2438.64687950938	2283.59971139971	2499.12258297258	2461.9088028638
Metabolism	Xenobiotics biodegradation and metabolism	 Drug metabolism - cytochrome P450 [PATH:ko00982]	4362.962103174601	8041.721067821075	3335.698160173164	4263.655176767674	3472.19484126984	5426.933441558438	2054.3694745069774	7500.132160894658	8797.59992784992	8495.525865800862	7784.01112914862	7908.862193362191	8688.446807359313	7644.949120046625
Metabolism	Xenobiotics biodegradation and metabolism	 Drug metabolism - other enzymes [PATH:ko00983]	8160.817099567097	14832.008838383847	6390.084956709959	8771.964826839825	6387.614285714286	9482.456277056273	4292.4976911976955	13748.60544733044	16126.969372294376	16551.270165945163	15102.029220779223	14816.952218614722	15447.668001443006	14090.747990065496
Metabolism	Xenobiotics biodegradation and metabolism	 Steroid degradation [PATH:ko00984]	541.4537698412704	698.8928571428571	528.5222222222226	559.2013888888885	756.0392857142858	1413.2734126984126	340.17007575757543	151.87967171717176	682.941143578644	678.7373015873014	1281.3069444444432	1509.4351190476189	1620.3462301587301	945.8582900432897
Metabolism	Lipid metabolism	 Biosynthesis of unsaturated fatty acids [PATH:ko01040]	6009.038961038963	9138.293722943721	4835.137590187585	6761.956060606065	5255.468253968256	7564.672835497836	3559.032587782584	6723.838419913416	9291.398448773441	10051.375649350644	11859.093831168824	11715.679292929293	12463.574368686868	9467.23671495172
Metabolism	Metabolism of terpenoids and polyketides	 Biosynthesis of ansamycins [PATH:ko01051]	1136.566576479072	2231.5287878787826	1041.7675324675324	1350.8663961039001	902.1884920634922	1412.0950937950981	705.651785714286	1195.98630952381	1902.2357864357823	2481.777417027418	2206.25196608947	2150.1313131313213	2196.5350108225152	2035.2008588633562
Metabolism	Metabolism of terpenoids and polyketides	 Type I polyketide structures [PATH:ko01052]	14.762500000000001	18.083333333333346	42.88888888888887	24.85416666666665	15.80198412698412	59.02738095238097	24.86250000000001	5.1875	43.46388888888892	52.97777777777779	71.20138888888886	55.33888888888891	57.32301587301589	52.651984126984104
Metabolism	Metabolism of terpenoids and polyketides	 Biosynthesis of siderophore group nonribosomal peptides [PATH:ko01053]	650.2895562770561	1419.9523809523826	420.81527777777825	655.8245490620496	385.14880952381003	620.5501984126983	440.3090548340548	2145.2323773448766	2025.0928571428567	1665.2758297258304	1088.8231962481955	848.5849567099573	1058.0698412698416	1361.9787751137749
Metabolism	Metabolism of terpenoids and polyketides	 Nonribosomal peptide structures [PATH:ko01054]	204.714141414141	548.655194805195	134.019191919192	306.5078282828283	130.709523809524	207.619949494949	149.05923520923568	507.7386002886001	509.12056277056223	611.6821428571425	449.8845959595961	356.358513708514	459.788870851371	496.249466644467
Metabolism	Metabolism of terpenoids and polyketides	 Biosynthesis of vancomycin group antibiotics [PATH:ko01055]	1309.9125901875896	1404.7591630591653	1106.4795093795085	1454.6469336219334	1223.501587301587	1520.8802669552672	792.6671356421358	958.3432539682545	1564.0738816738829	1722.3326118326092	2734.0341991341993	2679.227958152954	2717.644426406931	1633.349762182265
Metabolism	Metabolism of terpenoids and polyketides	 Biosynthesis of type II polyketide backbone [PATH:ko01056]	21.525000000000006	33.20833333333333	35.599999999999994	45.13333333333335	9.80714285714285	68.62142857142847	65.925	10.05833333333333	43.558333333333366	53.033333333333424	73.3888888888889	37.49722222222223	63.77341269841267	87.6527777777778
Metabolism	Metabolism of terpenoids and polyketides	 Biosynthesis of type II polyketide products [PATH:ko01057]	196.02916666666627	67.26666666666665	178.29166666666637	175.04861111111146	227.49642857142857	244.1797619047615	94.4291666666667	20.32083333333333	127.02916666666657	88.6333333333333	415.0624999999998	455.6125000000004	363.33968253968266	128.89246031746035
Metabolism	Metabolism of terpenoids and polyketides	 Biosynthesis of enediyne antibiotics [PATH:ko01059]	216.86666666666662	85.55833333333338	233.20833333333368	205.8222222222221	289.9904761904762	348.3027777777776	156.47261904761896	26.516666666666648	168.06111111111107	157.21388888888882	543.763888888888	522.3388888888883	437.190079365079	240.99206349206344
		[PATH:ko01062]	547.20863997114	964.612012987013	430.64329004329	608.153589466089	475.164682539683	695.743181818182	281.913654401154	746.362067099567	980.62895021645	956.689321789322	1101.46336580087	1112.18867243867	1134.59597763348	823.862871572872
		[PATH:ko01100]	391267.45826118306	620146.5641414131	312725.1367243869	420346.89657287044	325468.3079365077	444089.1614718607	218868.3212722468	528580.9369408363	666196.8184523822	692104.4596681095	745309.8868326131	741568.4408189027	760497.6054292964	609112.6437337667
		[PATH:ko01110]	170673.6799963926	263576.2449855698	138004.2535533909	184459.1033730161	143358.7595238094	194081.3252344878	96975.35120250122	219986.66329365084	282669.1182900431	297196.23098845617	328633.6928932178	327115.15739538247	334764.96877705667	261269.39892357637
		[PATH:ko01120]	134949.19208152982	220303.81569264064	109458.94054834043	146291.01419552666	111539.04484126983	156359.9637445888	77061.25775012014	180128.61087662348	231797.4993145743	239238.36186868683	254058.8012445888	253353.05948773457	270117.35862193425	215649.852705905
		[PATH:ko01130]	134474.94828643557	209613.82557720062	109082.61798340532	147316.13814935077	112810.98650793644	154316.4380411255	78064.44876142386	172651.86614357904	223053.5090367962	234642.5996753251	260006.694300145	257417.86814574353	267152.20744949515	208696.5978030307
		[PATH:ko01200]	67254.86823593073	105593.09711399714	54701.78587662335	73558.64666305915	55766.66150793649	76536.20185786438	39203.09925444923	86808.60943362203	112689.37781385279	118311.5924242423	129032.34797979798	127914.11495310244	134662.9161255411	104579.96834693076
		[PATH:ko01210]	18292.007629870128	27797.07932900434	15183.630212842716	19142.619390331885	15401.363888888902	20089.554852092344	10087.23970658971	22048.401424963933	28781.32907647907	30776.65230880232	34277.57857142859	34732.931619769115	35087.32620851374	27030.273278110773
		[PATH:ko01212]	19227.590710678203	31585.372979797987	15313.498863636365	21761.29716810966	16553.94444444445	24690.233026695514	11643.655459355448	25302.38905122655	33078.15360750358	34551.29707792206	37857.07200577201	37614.74433621933	40686.41509740261	32253.30447302697
		[PATH:ko01220]	10215.297727272715	17909.68077200579	8578.35582611833	10702.583405483412	8545.654761904758	12405.268308080802	5731.0726972101975	12505.166810966806	17224.963744588746	17163.510064935064	18289.829383116885	18977.484307359315	21858.947312409782	16693.23636613387
		[PATH:ko01230]	73699.64635642138	115064.37002164501	60034.34080086578	79312.4285714285	61255.25833333335	82300.47395382401	41606.24740259746	95035.27579365087	121633.2631132756	129303.99397546894	140149.2980519481	139807.85503246755	142034.1064574315	113175.36280663784
Human Diseases	Drug resistance	 beta-Lactam resistance [PATH:ko01501]	7526.4470779220765	14924.525252525254	5129.741486291482	8129.767063492062	5968.276984126986	8866.074567099577	3970.402152477154	15576.831060606064	16560.670057720057	16569.918650793672	14041.986688311687	13975.214917027422	13499.785588023087	13338.197165057176
Human Diseases	Drug resistance	 Vancomycin resistance [PATH:ko01502]	3734.0318722943707	6152.058116883119	2942.031078643579	4276.49951298701	3005.5944444444435	4393.983279220777	2414.492484367485	5459.835768398266	6779.296139971142	7072.90025252525	7489.3480880231	7028.53432539683	8165.778679653674	6102.490832223328
Human Diseases	Drug resistance	 Cationic antimicrobial peptide (CAMP) resistance [PATH:ko01503]	6414.370959595959	10658.217784992788	4338.161616161611	6310.263672438675	5753.164682539686	7914.1251803751875	2950.875661375663	11125.157792207796	12124.513979076492	11866.378354978362	12231.700036075048	12759.282990620488	11320.314321789332	9912.887679820185
Human Diseases	Drug resistance	 EGFR tyrosine kinase inhibitor resistance [PATH:ko01521]	78.0	3.5	95.5	7.0	62.5	8.5	12.5	0.0	31.0	25.5	85.0	114.5	42.5	8.0
Human Diseases	Drug resistance	 Endocrine resistance [PATH:ko01522]	0.666666666666667	0.0	1.66666666666667	2.33333333333333	1.33333333333333	6.16666666666667	0.0	0.0	1.61111111111111	1.33333333333333	3.5	6.94444444444444	4.66666666666667	1.33333333333333
Human Diseases	Drug resistance	 Antifolate resistance [PATH:ko01523]	2511.191901154401	5010.13116883117	1870.7992784992787	3052.7284451659452	1955.953174603174	3041.620490620491	1505.6203523328518	4664.4947150072185	5314.574116161611	5564.014466089459	4831.805681818176	4759.786183261174	4679.136994949489	4751.336743811748
Human Diseases	Drug resistance	 Platinum drug resistance [PATH:ko01524]	4230.590476190469	8813.04624819625	3172.690548340552	4478.69393939393	3202.4468253968244	5253.364538239541	2072.572138047142	7883.736038961032	9183.884289321792	9249.216305916301	7540.384992784991	7518.51718975469	8203.085606060598	8145.17645410146
Environmental Information Processing	Membrane transport	 ABC transporters [PATH:ko02010]	60920.9326839827	128498.90909090925	45835.01652236646	70381.66886724396	43343.34087301596	71513.42330447336	38765.510690235635	115882.39126984122	132680.3047258298	135592.47276334782	107556.49772727255	98097.4147727273	118489.90894660889	126799.16248529255
Environmental Information Processing	Signal transduction	 Two-component system [PATH:ko02020]	53653.352651515255	106579.19137806652	37256.443290043266	51431.320725108264	39845.346031746005	59746.91699134203	26893.07688191441	118162.239556277	124130.23995310247	115746.86374458869	93857.39338023089	91295.400595238	94433.76958874469	100653.86695720938
Cellular Processes	Cellular community - prokaryotes	 Quorum sensing [PATH:ko02024]	39702.91549422802	81236.88524531027	32600.48264790767	47855.11340187595	29867.404761904738	49873.64819624826	26035.476629389108	63113.746482683964	80625.44630230892	85554.83585858584	71950.90384199137	67477.39274891767	86687.49646464654	82455.44751415252
Cellular Processes	Cellular community - prokaryotes	 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]	13047.268073593075	22537.83448773449	8697.195490620494	9973.495562770555	10281.311904761898	12299.974891774893	5291.612974987974	29608.945057720055	29042.91574675326	23738.85068542569	21354.82334054835	21778.075559163077	18965.0264069264	20997.74288239537
Cellular Processes	Cellular community - prokaryotes	 Biofilm formation - Escherichia coli [PATH:ko02026]	7295.495887445885	12731.811255411254	5183.288275613277	7055.417604617607	6171.236904761903	8594.057575757575	3411.0223063973062	12893.91056998556	14477.17483766234	13926.319769119764	13494.245490620486	13837.257269119753	13337.528896103895	12612.996643079137
Cellular Processes	Cell motility	 Bacterial chemotaxis [PATH:ko02030]	17264.686832611824	35839.53448773451	10873.062157287162	15685.346753246746	11351.841269841272	18323.949891774893	8693.290379990387	43532.37882395381	44179.3674603175	39766.05815295818	29249.6265873016	26726.62458513709	30429.433946608944	33414.01330780334
Cellular Processes	Cell motility	 Flagellar assembly [PATH:ko02040]	20695.521915584417	36076.524098124086	13446.13766233766	17324.7748015873	15602.744444444443	21433.404834054832	9255.537704425204	50488.626497114004	49637.852146464626	40433.22092352093	36194.1995851371	35250.88160173162	36504.71473665224	34645.101620324116
Environmental Information Processing	Membrane transport	 Phosphotransferase system (PTS) [PATH:ko02060]	2317.4213023088023	4326.482431457432	1922.9259559884567	3113.2252344877334	1427.7583333333346	2034.8022546897535	1358.4890812890824	3264.8877886002892	4278.452489177487	4563.198124098124	4422.077236652238	3647.9907106782102	3969.832593795093	4425.365079920082
Genetic Information Processing	Translation	 Ribosome biogenesis in eukaryotes [PATH:ko03008]	1401.4157828282825	1639.714321789322	1333.1989538239536	957.7430916305921	1155.6341269841273	1031.7334415584414	561.5250661375663	1549.4660353535357	1943.755266955267	1926.742893217895	2175.646085858587	2438.732954545451	1698.653751803754	1603.256804029304
Genetic Information Processing	Translation	 Ribosome [PATH:ko03010]	37253.45992063494	56827.8678210678	30785.606403318892	39186.56194083695	30890.39563492067	40215.99731240981	20739.868849206356	47671.35602453106	61038.6050144301	64797.281421356485	70668.92494588748	71056.3826659451	68598.30636724396	55944.814578754565
Genetic Information Processing	Translation	 RNA transport [PATH:ko03013]	1817.363275613276	1422.320634920635	1701.90753968254	938.351479076479	1532.333333333333	1237.053174603175	671.451647426647	1684.8363275613278	2183.317893217892	1978.197294372295	2773.15992063492	3133.521500721501	2208.5650793650793	1463.7908591408589
