otu name	Taxonomy	Percent Homology	evalue	bitscore	homology extract gibbsfree_otu/gibbsfree_homolog	total length gibbsfree_otu/otu_lenth/gibbsfree_homolog/homolog_length	SoilDNA1	SoilDNA2	SoilDNA3	SoilDNA4
OTU_287	nc_009659.1 janthinobacterium sp. str. marseille  ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__oxalobacteraceae;g__janthinobacterium;s__janthinobacterium sp.;superkingdom__bacteria	99.4174757281553	0	915.594			61	3	0	1
OTU_288	uncultured acidobacterium sp. ;k__bacteria;p__acidobacteria;c__acidobacteriia;o__acidobacteriales;f__acidobacteriaceae;g__acidobacterium;s__acidobacterium spp.;superkingdom__bacteria;superphylum__fibrobacteres/acidobacteria group	92.8982725527831	0	765.915			0	15	1	49
OTU_289	uncultured hyphomicrobium sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__hyphomicrobiaceae;g__hyphomicrobium;s__hyphomicrobium spp.;superkingdom__bacteria	98.3050847457627	0	816.409			3	2	29	6
OTU_290	uncultured sphingobacterium sp. ;k__bacteria;p__bacteroidetes;c__sphingobacteriia;o__sphingobacteriales;f__sphingobacteriaceae;g__sphingobacterium;s__sphingobacterium spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	95.2471482889734	0	820.016			44	0	0	0
OTU_291	flavihumibacter sp. zg627 ;k__bacteria;p__bacteroidetes;c__sphingobacteriia;o__sphingobacteriales;f__chitinophagaceae;g__flavihumibacter;s__flavihumibacter sp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	91.4285714285714	0	737.061			41	0	0	0
OTU_292	uncultured saccharibacter sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhodospirillales;f__acetobacteraceae;g__saccharibacter;s__saccharibacter spp.;superkingdom__bacteria	91.7525773195876	0	688.37			44	0	0	0
OTU_293	uncultured flavisolibacter sp. ;k__bacteria;p__bacteroidetes;c__sphingobacteriia;o__sphingobacteriales;f__chitinophagaceae;g__flavisolibacter;s__flavisolibacter spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	97.7186311787072	0	899.364			0	7	0	31
OTU_294	uncultured acidobacterium sp. ;k__bacteria;p__acidobacteria;c__acidobacteriia;o__acidobacteriales;f__acidobacteriaceae;g__acidobacterium;s__acidobacterium spp.;superkingdom__bacteria;superphylum__fibrobacteres/acidobacteria group	98.7012987012987	0	940.841			0	8	0	69
OTU_295	uncultured flexibacter sp. ;k__bacteria;p__bacteroidetes;c__cytophagia;o__cytophagales;f__cytophagaceae;g__flexibacter;s__flexibacter spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	94.8275862068966	0	809.196			0	19	7	47
OTU_296	uncultured opitutus sp. ;k__bacteria;p__verrucomicrobia;c__opitutae;o__opitutales;f__opitutaceae;g__opitutus;s__opitutus spp.;superkingdom__bacteria;superphylum__chlamydiae/verrucomicrobia group	93.9338235294118	0	832.639			27	0	0	0
OTU_297	uncultured pirellula sp. ;k__bacteria;p__planctomycetes;c__planctomycetia;o__planctomycetales;f__planctomycetaceae;g__pirellula;s__pirellula spp.;superkingdom__bacteria	92.814371257485	0	728.044			0	0	28	1
OTU_298	eu801516.1 it's all ranking aquatic chesapeake bay md clone 3c002825  ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__methylophilales;f__methylophilaceae;g__methylotenera;s__methylotenera spp.;superkingdom__bacteria	94.6666666666667	0	818.212			1	1	32	4
OTU_299	uncultured pedobacter sp. ;k__bacteria;p__bacteroidetes;c__sphingobacteriia;o__sphingobacteriales;f__sphingobacteriaceae;g__pedobacter;s__pedobacter spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	95.0095969289827	0	823.622			0	0	21	1
OTU_300	uncultured flavobacterium sp. ;k__bacteria;p__bacteroidetes;c__flavobacteriia;o__flavobacteriales;f__flavobacteriaceae;g__flavobacterium;s__flavobacterium spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	97.2920696324952	0	870.51			59	2	0	0
OTU_301	polyangium spumosum ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__myxococcales;f__polyangiaceae;g__polyangium;s__polyangium spumosum;superkingdom__bacteria;subphylum__delta/epsilon subdivisions;suborder__sorangiineae	88.9719626168224	0	697.387			0	10	0	28
OTU_302	uncultured acidobacterium sp. ;k__bacteria;p__acidobacteria;c__acidobacteriia;o__acidobacteriales;f__acidobacteriaceae;g__acidobacterium;s__acidobacterium spp.;superkingdom__bacteria;superphylum__fibrobacteres/acidobacteria group	95.1492537313433	0	839.853			0	4	29	0
OTU_303	ab042055.1 alicyclobacillus herbarius str. cp_1  ;k__bacteria;p__firmicutes;c__bacilli;o__bacillales;f__alicyclobacillaceae;g__alicyclobacillus;s__alicyclobacillus herbarius;superkingdom__bacteria	99.249530956848	0	944.448			39	0	2	6
OTU_304	uncultured meganema sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__methylobacteriaceae;g__meganema;s__meganema spp.;superkingdom__bacteria	99.5412844036697	0	778.538			0	23	9	63
OTU_305	rubrobacter naiadicus ;k__bacteria;p__actinobacteria;c__actinobacteria;o__rubrobacterales;f__rubrobacteraceae;g__rubrobacter;s__rubrobacter naiadicus;superkingdom__bacteria;subclass  rubrobacteridae;suborder__rubrobacterineae	99.5967741935484	0	886.74			29	0	0	1
OTU_306	uncultured chelatococcus sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__beijerinckiaceae;g__chelatococcus;s__chelatococcus spp.;superkingdom__bacteria	98.343685300207	0	839.853			1	6	31	32
OTU_307	bacillus coagulans ;k__bacteria;p__firmicutes;c__bacilli;o__bacillales;f__bacillaceae;g__bacillus;s__bacillus coagulans;superkingdom__bacteria	95.1672862453532	0	850.673			53	0	0	0
OTU_308	fm253668.1 rock gold mine unusually microbial biofilm clone f11_2  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__hyphomicrobiaceae;g__pedomicrobium;s__pedomicrobium spp.;superkingdom__bacteria	97.8858350951374	0	809.196			0	19	3	14
OTU_309	uncultured pirellula sp. ;k__bacteria;p__planctomycetes;c__planctomycetia;o__planctomycetales;f__planctomycetaceae;g__pirellula;s__pirellula spp.;superkingdom__bacteria	98.5943775100402	0	866.903			0	0	38	0
OTU_310	uncultured sphingobacterium sp. ;k__bacteria;p__bacteroidetes;c__sphingobacteriia;o__sphingobacteriales;f__sphingobacteriaceae;g__sphingobacterium;s__sphingobacterium spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	95.4459203036053	0	836.246			0	0	0	26
OTU_311	uncultured roseomonas sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhodospirillales;f__acetobacteraceae;g__roseomonas;s__roseomonas spp.;superkingdom__bacteria	94.9579831932773	0	751.488			33	0	0	0
OTU_312	crenotalea thermophila ;k__bacteria;p__bacteroidetes;c__sphingobacteriia;o__sphingobacteriales;f__chitinophagaceae;g__crenotalea;s__crenotalea thermophila;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	98.7854251012146	0	865.1			68	0	0	0
OTU_313	uncultured haliangium sp. ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__myxococcales;f__kofleriaceae;g__haliangium;s__haliangium spp.;superkingdom__bacteria;subphylum__delta/epsilon subdivisions;suborder__nannocystineae	95.5140186915888	0	857.886			0	0	30	0
OTU_314	ab075232.1 flavobacterium limicola str. st_92  ;k__bacteria;p__bacteroidetes;c__flavobacteriia;o__flavobacteriales;f__flavobacteriaceae;g__flavobacterium;s__flavobacterium xanthum;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	97.0986460348163	0	865.1			27	0	2	2
OTU_315	rickettsia endosymbiont of aphis craccivora ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rickettsiales;f__rickettsiaceae;g__rickettsia;s__rickettsia spp.;superkingdom__bacteria;tribe__rickettsieae	79.7385620915033	6.58408e-66	255.561			0	38	0	0
OTU_316	uncultured saccharibacter sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhodospirillales;f__acetobacteraceae;g__saccharibacter;s__saccharibacter spp.;superkingdom__bacteria	88.8659793814433	2.44578e-179	632.465			24	0	0	0
OTU_317	uncultured acidobacterium sp. ;k__bacteria;p__acidobacteria;c__acidobacteriia;o__acidobacteriales;f__acidobacteriaceae;g__acidobacterium;s__acidobacterium spp.;superkingdom__bacteria;superphylum__fibrobacteres/acidobacteria group	98.6	0	870.51			0	22	10	93
OTU_318	marinobacterium stanieri ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__alteromonadales;f__alteromonadaceae;g__marinobacterium;s__marinobacterium stanieri;superkingdom__bacteria	91.6508538899431	0	753.291			21	0	0	0
OTU_319	chitinibacter sp. gc72 ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__neisseriales;f__chromobacteriaceae;g__chitinibacter;s__chitinibacter sp.;superkingdom__bacteria	98.0842911877395	0	897.561			1	1	1	30
OTU_320	uncultured flavobacterium sp. ;k__bacteria;p__bacteroidetes;c__flavobacteriia;o__flavobacteriales;f__flavobacteriaceae;g__flavobacterium;s__flavobacterium spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	95.3398058252427	0	821.819			2	0	41	0
OTU_321	nz_aawv01000083.1 bacillus coagulans str. 36d1  ;k__bacteria;p__firmicutes;c__bacilli;o__bacillales;f__bacillaceae;g__bacillus;s__bacillus coagulans;superkingdom__bacteria	99.2565055762082	0	953.465			62	0	1	6
OTU_322	uncultured flavobacterium sp. ;k__bacteria;p__bacteroidetes;c__flavobacteriia;o__flavobacteriales;f__flavobacteriaceae;g__flavobacterium;s__flavobacterium spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	93.4489402697495	0	783.948			18	0	2	0
OTU_323	af427039.2 pseudoxanthomonas taiwanensis str. cb_226  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__xanthomonadales;f__xanthomonadaceae;g__pseudoxanthomonas;s__pseudoxanthomonas taiwanensis;superkingdom__bacteria	99.623352165725	0	949.858			51	1	0	0
OTU_324	uncultured pedosphaera sp. ;k__bacteria;p__verrucomicrobia;c__verrucomicrobiae;o__verrucomicrobiales;f__verrucomicrobia subdivision 3;g__pedosphaera;s__pedosphaera spp.;superkingdom__bacteria;superphylum__chlamydiae/verrucomicrobia group	91.1985018726592	0	751.488			1	32	19	1
OTU_325	uncultured hyalangium sp. ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__myxococcales;f__cystobacteraceae;g__hyalangium;s__hyalangium spp.;superkingdom__bacteria;subphylum__delta/epsilon subdivisions;suborder__cystobacterineae	99.4402985074627	0	953.465			0	0	28	2
OTU_326	uncultured mucilaginibacter sp. ;k__bacteria;p__bacteroidetes;c__sphingobacteriia;o__sphingobacteriales;f__sphingobacteriaceae;g__mucilaginibacter;s__mucilaginibacter spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	95.0095969289827	0	823.622			33	0	0	0
OTU_327	uncultured flavobacterium sp. ;k__bacteria;p__bacteroidetes;c__flavobacteriia;o__flavobacteriales;f__flavobacteriaceae;g__flavobacterium;s__flavobacterium spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	96.8932038834951	0	857.886			28	0	0	0
OTU_328	pseudomonas xanthomarina ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__pseudomonadales;f__pseudomonadaceae;g__pseudomonas;s__pseudomonas xanthomarina;superkingdom__bacteria;species group  pseudomonas stutzeri group	99.2351816443595	0	926.414			10	2	0	0
OTU_329	terrimonas sp. lx75 ;k__bacteria;p__bacteroidetes;c__sphingobacteriia;o__sphingobacteriales;f__chitinophagaceae;g__terrimonas;s__terrimonas sp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	99.0476190476191	0	924.611			0	2	26	0
OTU_330	arthrobacter humicola ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__micrococcaceae;g__arthrobacter;s__arthrobacter humicola;superkingdom__bacteria;subclass  actinobacteridae;suborder__micrococcineae	99.6031746031746	0	901.167			1	14	0	24
OTU_331	uncultured skermanella sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhodospirillales;f__rhodospirillaceae;g__skermanella;s__skermanella spp.;superkingdom__bacteria	97.2014925373134	0	899.364			0	20	0	26
OTU_332	uncultured blastochloris sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__hyphomicrobiaceae;g__blastochloris;s__blastochloris spp.;superkingdom__bacteria	96.6101694915254	0	773.128			0	15	2	20
OTU_333	ef101904.1 solimonas soli str. dcy15  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__xanthomonadales;f__sinobacteraceae;g__solimonas;s__solimonas soli;superkingdom__bacteria	98.0430528375734	0	877.724			57	0	0	0
OTU_334	uncultured smithella sp. ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__syntrophobacterales;f__syntrophaceae;g__smithella;s__smithella spp.;superkingdom__bacteria;subphylum__delta/epsilon subdivisions	92.7685950413223	0	711.814			1	0	32	0
OTU_335	vampirovibrio chlorellavorus ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__bdellovibrionales;f__bdellovibrionaceae;g__vampirovibrio;s__vampirovibrio chlorellavorus;superkingdom__bacteria;subphylum__delta/epsilon subdivisions	94.0451745379877	0	744.274			30	0	1	0
OTU_336	uncultured caulobacter sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__caulobacterales;f__caulobacteraceae;g__caulobacter;s__caulobacter spp.;superkingdom__bacteria	99.1525423728814	0	834.443			50	0	0	0
OTU_337	uncultured aquiflexum sp. ;k__bacteria;p__bacteroidetes;c__cytophagia;o__cytophagales;f__cyclobacteriaceae;g__aquiflexum;s__aquiflexum spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	93.4156378600823	0	724.437			0	0	28	2
OTU_338	uncultured sphingobacterium sp. ;k__bacteria;p__bacteroidetes;c__sphingobacteriia;o__sphingobacteriales;f__sphingobacteriaceae;g__sphingobacterium;s__sphingobacterium spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	91.746641074856	0	746.078			25	0	1	0
OTU_339	ay252114.1 polyangium cellulosum str. so02007_3  ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__myxococcales;f__polyangiaceae;g__sorangium;s__sorangium cellulosum;superkingdom__bacteria;subphylum__delta/epsilon subdivisions;suborder__sorangiineae	91.635687732342	0	764.111			1	0	43	0
OTU_340	uncultured flavobacterium sp. ;k__bacteria;p__bacteroidetes;c__flavobacteriia;o__flavobacteriales;f__flavobacteriaceae;g__flavobacterium;s__flavobacterium spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	93.6127744510978	0	760.505			7	2	2	35
OTU_341	uncultured arcicella sp. ;k__bacteria;p__bacteroidetes;c__cytophagia;o__cytophagales;f__cytophagaceae;g__arcicella;s__arcicella spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	92.9752066115702	0	713.617			1	0	34	0
OTU_342	uncultured flexibacter sp. ;k__bacteria;p__bacteroidetes;c__cytophagia;o__cytophagales;f__cytophagaceae;g__flexibacter;s__flexibacter spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	97.8805394990366	0	886.74			0	6	15	10
OTU_343	uncultured pedosphaera sp. ;k__bacteria;p__verrucomicrobia;c__verrucomicrobiae;o__verrucomicrobiales;f__verrucomicrobia subdivision 3;g__pedosphaera;s__pedosphaera spp.;superkingdom__bacteria;superphylum__chlamydiae/verrucomicrobia group	89.5220588235294	0	724.437			0	28	21	3
OTU_344	sorangium cellulosum ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__myxococcales;f__polyangiaceae;g__sorangium;s__sorangium cellulosum;superkingdom__bacteria;subphylum__delta/epsilon subdivisions;suborder__sorangiineae	87.1559633027523	0	650.499			0	0	30	0
OTU_345	uncultured rhodoplanes sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__hyphomicrobiaceae;g__rhodoplanes;s__rhodoplanes spp.;superkingdom__bacteria	94.3157894736842	0	724.437			0	5	20	3
OTU_346	nc_007333.1 thermobifida fusca str. yx  ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__nocardiopsaceae;g__thermobifida;s__thermobifida fusca;superkingdom__bacteria;subclass  actinobacteridae;suborder__streptosporangineae	99.0384615384615	0	915.594			0	2	35	0
OTU_347	uncultured sphingobacterium sp. ;k__bacteria;p__bacteroidetes;c__sphingobacteriia;o__sphingobacteriales;f__sphingobacteriaceae;g__sphingobacterium;s__sphingobacterium spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	97.0355731225296	0	845.263			0	17	9	2
OTU_348	uncultured gemmata sp. ;k__bacteria;p__planctomycetes;c__planctomycetia;o__planctomycetales;f__planctomycetaceae;g__gemmata;s__gemmata spp.;superkingdom__bacteria	93.6344969199179	0	737.061			1	0	36	1
OTU_349	uncultured flexibacter sp. ;k__bacteria;p__bacteroidetes;c__cytophagia;o__cytophagales;f__cytophagaceae;g__flexibacter;s__flexibacter spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	92.7063339731286	0	762.308			0	0	26	1
OTU_350	uncultured dongia sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhodospirillales;f__rhodospirillaceae;g__dongia;s__dongia spp.;superkingdom__bacteria	95.0207468879668	0	762.308			1	4	10	22
OTU_351	am177617.1 flavobacterium sp. str. wb 3.3.27  ;k__bacteria;p__bacteroidetes;c__flavobacteriia;o__flavobacteriales;f__flavobacteriaceae;g__flavobacterium;s__flavobacterium succinicans;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	95.6947162426614	0	823.622			29	0	0	0
OTU_352	methylobacterium oxalidis ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__methylobacteriaceae;g__methylobacterium;s__methylobacterium oxalidis;superkingdom__bacteria	96.4135021097046	0	771.325			32	0	1	0
OTU_353	uncultured pedosphaera sp. ;k__bacteria;p__verrucomicrobia;c__verrucomicrobiae;o__verrucomicrobiales;f__verrucomicrobia subdivision 3;g__pedosphaera;s__pedosphaera spp.;superkingdom__bacteria;superphylum__chlamydiae/verrucomicrobia group	93.0018416206262	0	801.982			0	6	5	18
OTU_354	uncultured bradyrhizobium sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__bradyrhizobiaceae;g__bradyrhizobium;s__bradyrhizobium spp.;superkingdom__bacteria	94.7257383966245	0	735.257			0	1	30	0
OTU_355	uncultured sphingobacterium sp. ;k__bacteria;p__bacteroidetes;c__sphingobacteriia;o__sphingobacteriales;f__sphingobacteriaceae;g__sphingobacterium;s__sphingobacterium spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	98.2318271119843	0	877.724			2	12	2	26
OTU_356	x85210.1 cytophaga sp. str. type 0092  ;k__bacteria;p__bacteroidetes;c__flavobacteriia;o__flavobacteriales;f__flavobacteriaceae;g__flavobacterium;s__flavobacterium columnare;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	94.2084942084942	0	800.179			43	0	0	0
OTU_357	uncultured reyranella sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhodospirillales;f__rhodospirillales;g__reyranella;s__reyranella spp.;superkingdom__bacteria	99.1561181434599	0	838.049			1	13	9	11
OTU_358	uncultured cellulomonas sp. ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__cellulomonadaceae;g__cellulomonas;s__cellulomonas spp.;superkingdom__bacteria;subclass  actinobacteridae;suborder__micrococcineae	98.2283464566929	0	875.92			1	0	25	0
OTU_359	uncultured bordetella sp. ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__alcaligenaceae;g__bordetella;s__bordetella spp.;superkingdom__bacteria	98.0879541108987	0	899.364			29	0	3	1
OTU_360	uncultured flavobacterium sp. ;k__bacteria;p__bacteroidetes;c__flavobacteriia;o__flavobacteriales;f__flavobacteriaceae;g__flavobacterium;s__flavobacterium spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	96.1315280464217	0	839.853			0	0	39	0
OTU_361	uncultured nitrospira sp. ;k__bacteria;p__nitrospirae;c__nitrospira;o__nitrospirales;f__nitrospiraceae;g__nitrospira;s__nitrospira spp.;superkingdom__bacteria	98.4526112185687	0	897.561			0	0	29	0
OTU_362	uncultured flavobacterium sp. ;k__bacteria;p__bacteroidetes;c__flavobacteriia;o__flavobacteriales;f__flavobacteriaceae;g__flavobacterium;s__flavobacterium spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	90.1544401544402	0	693.78			1	52	0	1
OTU_363	uncultured opitutus sp. ;k__bacteria;p__verrucomicrobia;c__opitutae;o__opitutales;f__opitutaceae;g__opitutus;s__opitutus spp.;superkingdom__bacteria;superphylum__chlamydiae/verrucomicrobia group	99.2110453648915	0	897.561			0	2	5	27
OTU_364	uncultured saccharibacter sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhodospirillales;f__acetobacteraceae;g__saccharibacter;s__saccharibacter spp.;superkingdom__bacteria	95.2577319587629	0	771.325			42	0	0	0
OTU_365	pedobacter sp. pr3_7 ;k__bacteria;p__bacteroidetes;c__sphingobacteriia;o__sphingobacteriales;f__sphingobacteriaceae;g__pedobacter;s__pedobacter sp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	96.3531669865643	0	854.28			32	1	0	0
OTU_366	uncultured flexibacter sp. ;k__bacteria;p__bacteroidetes;c__cytophagia;o__cytophagales;f__cytophagaceae;g__flexibacter;s__flexibacter spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	92.5287356321839	0	762.308			0	0	44	1
OTU_367	ef535816.1 bradyrhizobium sp. str. l_3  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__bradyrhizobiaceae;g__bradyrhizobium;s__bradyrhizobium canariense;superkingdom__bacteria	99.57805907173	0	847.066			2	49	29	125
OTU_368	uncultured desulfococcus sp. ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__desulfobacterales;f__desulfobacteraceae;g__desulfococcus;s__desulfococcus spp.;superkingdom__bacteria;subphylum__delta/epsilon subdivisions	94.9899799599198	0	787.555			31	0	1	0
OTU_369	uncultured cyanobacterium sp. ;k__bacteria;p__cyanobacteria;c__oscillatoriophycideae;o__chroococcales;f__cyanobacteriaceae;g__cyanobacterium;s__cyanobacterium spp.;superkingdom__bacteria;subclass  oscillatoriophycideae	97.4736842105263	0	796.572			0	3	12	6
OTU_370	uncultured thiorhodospira sp. ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__chromatiales;f__ectothiorhodospiraceae;g__thiorhodospira;s__thiorhodospira spp.;superkingdom__bacteria	98.9733059548255	0	848.87			0	4	13	7
OTU_371	uncultured acidobacterium sp. ;k__bacteria;p__acidobacteria;c__acidobacteriia;o__acidobacteriales;f__acidobacteriaceae;g__acidobacterium;s__acidobacterium spp.;superkingdom__bacteria;superphylum__fibrobacteres/acidobacteria group	97.5881261595547	0	913.791			0	1	1	46
OTU_372	uncultured ralstonia sp. ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__burkholderiaceae;g__ralstonia;s__ralstonia spp.;superkingdom__bacteria	96.0474308300395	0	809.196			0	5	8	18
OTU_373	uncultured rhodoplanes sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__hyphomicrobiaceae;g__rhodoplanes;s__rhodoplanes spp.;superkingdom__bacteria	97.6793248945148	0	805.589			0	5	6	20
OTU_374	uncultured byssovorax sp. ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__myxococcales;f__polyangiaceae;g__byssovorax;s__byssovorax spp.;superkingdom__bacteria;subphylum__delta/epsilon subdivisions;suborder__sorangiineae	89.4248608534323	0	702.797			37	0	2	0
OTU_375	uncultured acidobacterium sp. ;k__bacteria;p__acidobacteria;c__acidobacteriia;o__acidobacteriales;f__acidobacteriaceae;g__acidobacterium;s__acidobacterium spp.;superkingdom__bacteria;superphylum__fibrobacteres/acidobacteria group	98.6328125	0	892.15			0	5	0	23
OTU_376	aquimonas sp. enrichment culture clone 03suj1 ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__xanthomonadales;f__xanthomonadaceae;g__aquimonas;s__aquimonas sp.;superkingdom__bacteria	95.3125	0	812.802			28	0	0	0
OTU_377	uncultured polyangium sp. ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__myxococcales;f__polyangiaceae;g__polyangium;s__polyangium spp.;superkingdom__bacteria;subphylum__delta/epsilon subdivisions;suborder__sorangiineae	97.5836431226766	0	911.988			0	2	0	33
OTU_378	flavobacterium fluvii ;k__bacteria;p__bacteroidetes;c__flavobacteriia;o__flavobacteriales;f__flavobacteriaceae;g__flavobacterium;s__flavobacterium fluvii;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	95.357833655706	0	825.426			27	0	4	0
OTU_379	eu545509.1 sorangium cellulosum str. 0157_26  ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__myxococcales;f__polyangiaceae;g__sorangium;s__sorangium cellulosum;superkingdom__bacteria;subphylum__delta/epsilon subdivisions;suborder__sorangiineae	89.9628252788104	0	733.454			0	15	0	9
OTU_380	uncultured flavobacterium sp. ;k__bacteria;p__bacteroidetes;c__flavobacteriia;o__flavobacteriales;f__flavobacteriaceae;g__flavobacterium;s__flavobacterium spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	96.4912280701754	0	841.656			29	0	0	0
OTU_381	af094743.1 pseudomonas putida str. atcc 17527  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__pseudomonadales;f__pseudomonadaceae;g__pseudomonas;s__pseudomonas umsongensis;superkingdom__bacteria	99.0439770554493	0	921.004			56	2	0	2
OTU_382	uncultured steroidobacter sp. ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__xanthomonadales;f__sinobacteraceae;g__steroidobacter;s__steroidobacter spp.;superkingdom__bacteria	96.7619047619048	0	870.51			25	0	1	0
OTU_383	cohnella sp. yn_59 ;k__bacteria;p__firmicutes;c__bacilli;o__bacillales;f__paenibacillaceae;g__cohnella;s__cohnella sp.;superkingdom__bacteria	94.2379182156134	0	830.836			29	2	0	3
OTU_384	uncultured saccharibacter sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhodospirillales;f__acetobacteraceae;g__saccharibacter;s__saccharibacter spp.;superkingdom__bacteria	90.3092783505155	0	655.909			33	0	0	0
OTU_385	uncultured sphingobacterium sp. ;k__bacteria;p__bacteroidetes;c__sphingobacteriia;o__sphingobacteriales;f__sphingobacteriaceae;g__sphingobacterium;s__sphingobacterium spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	95.0381679389313	0	825.426			0	5	1	19
OTU_386	af387629.1 polyangium cellulosum str. so ce26  ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__myxococcales;f__polyangiaceae;g__sorangium;s__sorangium cellulosum;superkingdom__bacteria;subphylum__delta/epsilon subdivisions;suborder__sorangiineae	91.635687732342	0	764.111			0	0	2	17
OTU_387	uncultured flavobacterium sp. ;k__bacteria;p__bacteroidetes;c__flavobacteriia;o__flavobacteriales;f__flavobacteriaceae;g__flavobacterium;s__flavobacterium spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	94.1634241245136	0	792.965			28	0	0	0
