otu name	Taxonomy	Percent Homology	evalue	bitscore	homology extract gibbsfree_otu/gibbsfree_homolog	total length gibbsfree_otu/otu_lenth/gibbsfree_homolog/homolog_length	S1A	S1B	S2A	S2B	S3A	S3B	S4A	S4B	S5A	S5B	S6A	S6B 
OTU_161	gq032248.1 topographical and temporal human skin microbiome skin volar forearm clone nbw904c07c1  ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__micrococcaceae;g__rothia;s__rothia mucilaginosa;superkingdom__bacteria;subclass  actinobacteridae;suborder__micrococcineae	97.14285714	3.14E-124	448.522			14	40	3	2	8	1	0	0	3	1	1	2
OTU_162	prevotella melaninogenica ;k__bacteria;p__bacteroidetes;c__bacteroidia;o__bacteroidales;f__prevotellaceae;g__prevotella;s__prevotella melaninogenica;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	92.33576642	8.51E-106	387.207			0	0	0	1	38	0	0	0	0	0	1	0
OTU_163	gq006779.1 topographical and temporal human skin microbiome skin occiput clone nbu87e12c1  ;k__bacteria;p__firmicutes;c__negativicutes;o__selenomonadales;f__veillonellaceae;g__dialister;s__dialister pneumosintes;superkingdom__bacteria	99.63235294	1.21E-135	486.393			0	2	0	2	0	0	0	3	2	8	4	2
OTU_164	gq032218.1 topographical and temporal human skin microbiome skin volar forearm clone nbw903h05c1  ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__micrococcaceae;g__rothia;s__rothia aeria;superkingdom__bacteria;subclass  actinobacteridae;suborder__micrococcineae	99.26739927	4.24E-135	484.589			15	26	131	21	3	9	1	33	15	26	6	20
OTU_165	uncultured streptococcus sp. ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__streptococcaceae;g__streptococcus;s__streptococcus spp.;superkingdom__bacteria	98.86363636	5.80E-127	457.539			27	9	27	14	21	25	0	5	11	12	19	8
OTU_166	fj596644.1 acinetobacter junii str. p1  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__pseudomonadales;f__moraxellaceae;g__acinetobacter;s__acinetobacter junii;superkingdom__bacteria	96.69117647	6.51E-120	434.095			0	0	0	0	0	0	19	0	0	0	0	0
OTU_167	uncultured porphyromonas sp. ;k__bacteria;p__bacteroidetes;c__bacteroidia;o__bacteroidales;f__porphyromonadaceae;g__porphyromonas;s__porphyromonas spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	99.26739927	4.24E-135	484.589			0	0	4	12	2	1	0	0	3	1	3	1
OTU_168	streptococcus sp. oral clone ascd09 ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__streptococcaceae;g__streptococcus;s__streptococcus sp.;superkingdom__bacteria	100	8.52E-85	316.876			3	2	1	0	7	1	0	0	1	2	1	1
OTU_169	gq073946.1 topographical and temporal human skin microbiome skin retroauricular crease clone nbw159g02c1  ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__micrococcaceae;g__rothia;s__rothia mucilaginosa;superkingdom__bacteria;subclass  actinobacteridae;suborder__micrococcineae	97.46376812	4.88E-128	461.145			88	277	44	18	44	13	1	0	21	23	17	8
OTU_170	ay533382.1 eubacterium yurii subsp. schtitka str. atcc 43716  ;k__bacteria;p__firmicutes;c__clostridia;o__clostridiales;f__eubacteriaceae;g__eubacterium;s__eubacterium yurii;superkingdom__bacteria	98.89705882	9.23E-131	470.162			1	1	0	3	1	1	0	3	7	8	4	6
OTU_171	fj596644.1 acinetobacter junii str. p1  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__pseudomonadales;f__moraxellaceae;g__acinetobacter;s__acinetobacter junii;superkingdom__bacteria	99.42196532	4.25E-82	307.859			0	0	0	0	0	0	22	0	0	0	0	0
OTU_172	gq032185.1 topographical and temporal human skin microbiome skin volar forearm clone nbw903e05c1  ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__streptococcaceae;g__streptococcus;s__streptococcus pseudopneumoniae;superkingdom__bacteria	96.76258993	3.78E-123	444.915			10	5	21	6	11	9	0	2	5	9	8	6
OTU_173	streptococcus infantis ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__streptococcaceae;g__streptococcus;s__streptococcus infantis;superkingdom__bacteria	96.9348659	8.78E-112	407.044			2	0	1	0	0	1	1	1	0	0	3	2
OTU_174	streptococcus sinensis ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__streptococcaceae;g__streptococcus;s__streptococcus sinensis;superkingdom__bacteria	97.43589744	6.98E-126	453.932			149	102	39	33	50	40	2	195	50	68	29	158
OTU_175	gq080306.1 topographical and temporal human skin microbiome skin volar forearm clone nbw1186f06c1  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__pseudomonadales;f__moraxellaceae;g__enhydrobacter;s__enhydrobacter aerosaccus;superkingdom__bacteria	99.27007299	1.22E-135	486.393			0	0	0	0	0	0	21	0	0	0	0	0
OTU_176	streptococcus gordonii ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__streptococcaceae;g__streptococcus;s__streptococcus gordonii;superkingdom__bacteria	97.78597786	1.67E-127	459.342			4	10	4	2	3	2	0	1	0	5	2	0
OTU_177	gq045971.1 topographical and temporal human skin microbiome skin volar forearm clone nbw992b09c1  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__pasteurellales;f__pasteurellaceae;g__haemophilus;s__haemophilus parainfluenzae;superkingdom__bacteria	97.47292419	2.08E-126	455.735			3	1	8	10	8	28	3	5	27	39	84	85
OTU_178	fj471670.2 fusobacterium periodonticum str. chdc f314  ;k__bacteria;p__fusobacteria;c__fusobacteriia;o__fusobacteriales;f__fusobacteriaceae;g__fusobacterium;s__fusobacterium periodonticum;superkingdom__bacteria	98.54014599	1.14E-129	466.555			0	3	0	0	0	0	0	2	9	13	5	4
OTU_179	gq077257.1 topographical and temporal human skin microbiome skin umbilicus clone nbw1156g01c1  ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__micrococcaceae;g__rothia;s__rothia mucilaginosa;superkingdom__bacteria;subclass  actinobacteridae;suborder__micrococcineae	97.78597786	3.83E-123	444.915			6	9	16	53	59	18	2	2	11	9	50	93
OTU_180	ef371928.1 streptococcus sinensis str. hdp 2005_0155  ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__streptococcaceae;g__streptococcus;s__streptococcus sinensis;superkingdom__bacteria	98.54545455	3.29E-130	468.359			26	41	29	30	26	16	1	42	5	10	5	10
OTU_181	fm873283.1 occupant source house floor dust clone fd01a10  ;k__bacteria;p__firmicutes;c__negativicutes;o__selenomonadales;f__veillonellaceae;g__veillonella;s__veillonella dispar;superkingdom__bacteria	98.53479853	2.67E-131	471.966			16	20	13	19	17	33	0	0	3	0	6	11
OTU_182	streptococcus gallolyticus subsp. null ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__streptococcaceae;g__streptococcus;s__streptococcus gallolyticus;superkingdom__bacteria	96.25468165	9.79E-118	426.881			8	5	7	1	22	25	2	4	1	8	0	0
OTU_183	gq301040.1 fusobacterium nucleatum subsp. vincentii str. atcc 49256  ;k__bacteria;p__fusobacteria;c__fusobacteriia;o__fusobacteriales;f__fusobacteriaceae;g__fusobacterium;s__fusobacterium nucleatum;superkingdom__bacteria	97.13261649	1.09E-123	446.718			13	35	11	47	5	10	1	26	6	11	22	21
OTU_184	rothia mucilaginosa ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__micrococcaceae;g__rothia;s__rothia mucilaginosa;superkingdom__bacteria;subclass  actinobacteridae;suborder__micrococcineae	95.47038328	8.67E-119	430.488			0	0	0	0	0	1	0	0	0	0	1	3
OTU_185	gq070490.1 topographical and temporal human skin microbiome skin volar forearm clone nbw234h03c1  ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__corynebacteriaceae;g__corynebacterium;s__corynebacterium durum;superkingdom__bacteria;subclass  actinobacteridae;suborder__corynebacterineae	99.27007299	1.22E-135	486.393			0	3	2	9	0	0	0	1	1	1	2	0
OTU_186	chryseobacterium sp. ci27 ;k__bacteria;p__bacteroidetes;c__flavobacteriia;o__flavobacteriales;f__flavobacteriaceae;g__chryseobacterium;s__chryseobacterium sp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	98.85931559	8.50E-125	450.325			0	0	0	0	0	0	17	99	0	0	0	0
OTU_187	uncultured streptococcus sp. ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__streptococcaceae;g__streptococcus;s__streptococcus spp.;superkingdom__bacteria	96.66666667	6.51E-120	434.095			4	1	7	4	4	7	0	0	0	3	4	0
OTU_188	nz_acik02000004.1 veillonella dispar str. atcc 17748  ;k__bacteria;p__firmicutes;c__negativicutes;o__selenomonadales;f__veillonellaceae;g__veillonella;s__veillonella dispar;superkingdom__bacteria	97.13261649	2.57E-125	452.129			2	3	3	1	7	13	0	0	0	0	2	8
OTU_189	gq080930.1 topographical and temporal human skin microbiome skin external auditory canal clone nbw1141c01c1  ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__streptococcaceae;g__streptococcus;s__streptococcus infantis;superkingdom__bacteria	98.07692308	1.33E-69	266.382			3	3	3	1	1	1	0	0	3	3	5	0
OTU_190	pseudomonas syncyanea ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__pseudomonadales;f__pseudomonadaceae;g__pseudomonas;s__pseudomonas syncyanea;superkingdom__bacteria;species group  pseudomonas putida group	97.78597786	3.60E-123	444.915			1	0	0	0	0	0	0	0	24	560	0	0
OTU_191	nz_acik02000004.1 veillonella dispar str. atcc 17748  ;k__bacteria;p__firmicutes;c__negativicutes;o__selenomonadales;f__veillonellaceae;g__veillonella;s__veillonella dispar;superkingdom__bacteria	98.54014599	1.14E-129	466.555			305	291	45	129	682	956	0	1	41	46	142	248
OTU_192	fj983013.1 aspects oral microbiome root canal clone  ;k__bacteria;p__proteobacteria;c__epsilonproteobacteria;o__campylobacterales;f__campylobacteraceae;g__campylobacter;s__campylobacter rectus;superkingdom__bacteria;subphylum__delta/epsilon subdivisions	98.19494585	4.01E-129	464.752			0	4	0	0	0	0	0	2	5	7	5	5
OTU_193	gq032185.1 topographical and temporal human skin microbiome skin volar forearm clone nbw903e05c1  ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__streptococcaceae;g__streptococcus;s__streptococcus pseudopneumoniae;superkingdom__bacteria	97.44525547	7.22E-126	453.932			60	29	80	41	57	59	3	11	35	35	53	30
OTU_194	af023033.1 treponema sp. ii:11:u61 str. ii:e:u61  ;k__bacteria;p__spirochaetes;c__spirochaetia;o__spirochaetales;f__spirochaetaceae;g__treponema;s__treponema denticola;superkingdom__bacteria	98.9010989	2.19E-132	475.572			3	3	1	4	0	1	0	2	0	3	5	11
OTU_195	fj557586.1 survey approach assess endotracheal tube biofilms and their origins biofilm extubated endotracheal tube icu patient clone et_f_2a06  ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__micrococcaceae;g__rothia;s__rothia mucilaginosa;superkingdom__bacteria;subclass  actinobacteridae;suborder__micrococcineae	97.76951673	1.70E-127	459.342			5	2	3	2	16	3	9	0	20	8	3	4
OTU_196	pseudomonas sp. e11_ice3 ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__pseudomonadales;f__pseudomonadaceae;g__pseudomonas;s__pseudomonas sp.;superkingdom__bacteria	97.2027972	6.13E-60	233.921			0	0	0	0	0	0	0	0	15	1	0	0
OTU_197	brevundimonas sp. muzt_d92 ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__caulobacterales;f__caulobacteraceae;g__brevundimonas;s__brevundimonas sp.;superkingdom__bacteria	98.54014599	9.39E-131	470.162			0	0	0	0	0	0	50	0	0	0	0	0
OTU_198	gq046326.1 topographical and temporal human skin microbiome skin volar forearm clone nbw996c01c1  ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__micrococcaceae;g__rothia;s__rothia dentocariosa;superkingdom__bacteria;subclass  actinobacteridae;suborder__micrococcineae	97.48201439	6.02E-127	457.539			2	1	7	4	1	2	0	11	0	1	0	1
OTU_199	gq103128.1 topographical and temporal human skin microbiome skin volar forearm clone nbw696e04c1  ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__micrococcaceae;g__rothia;s__rothia mucilaginosa;superkingdom__bacteria;subclass  actinobacteridae;suborder__micrococcineae	97.9338843	9.90E-111	403.438			3	6	2	1	12	0	0	1	4	4	1	2
OTU_200	aj239293.1 neisseria sicca str. q28  ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__neisseriales;f__neisseriaceae;g__neisseria;s__neisseria sicca;superkingdom__bacteria	96.33699634	5.44E-121	437.702			0	0	0	0	0	0	0	0	8	0	0	7
OTU_201	streptococcus tigurinus ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__streptococcaceae;g__streptococcus;s__streptococcus tigurinus;superkingdom__bacteria	98.47328244	3.60E-123	444.915			28	10	24	28	22	29	0	7	9	9	12	10
OTU_202	af224308.1 haemophilus influenzae subsp. gazogenes str. mccm 02082  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__pasteurellales;f__pasteurellaceae;g__haemophilus;s__haemophilus influenzae;superkingdom__bacteria	98.90510949	7.71E-132	473.769			0	2	12	22	6	24	0	3	33	25	185	13
OTU_203	gq052838.1 topographical and temporal human skin microbiome skin volar forearm clone nbw1072h07c1  ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__streptococcaceae;g__streptococcus;s__streptococcus thermophilus;superkingdom__bacteria	95.75971731	3.63E-117	425.078			0	0	1	0	3	5	0	2	1	1	0	0
OTU_204	gq422734.1 prevotella oulorum str. c08ka  ;k__bacteria;p__bacteroidetes;c__bacteroidia;o__bacteroidales;f__prevotellaceae;g__prevotella;s__prevotella oulorum;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	98.89705882	6.27E-133	477.376			5	0	3	2	1	1	0	0	0	0	4	0
OTU_205	oribacterium sp. oral taxon 108 ;k__bacteria;p__firmicutes;c__clostridia;o__clostridiales;f__lachnospiraceae;g__oribacterium;s__oribacterium sp.;superkingdom__bacteria	99.26739927	4.24E-135	484.589			3	0	0	1	0	5	0	0	1	0	2	5
OTU_206	eubacterium brachy ;k__bacteria;p__firmicutes;c__clostridia;o__clostridiales;f__eubacteriaceae;g__eubacterium;s__eubacterium brachy;superkingdom__bacteria	99.63235294	1.21E-135	486.393			0	0	3	6	0	0	0	1	1	4	0	1
OTU_207	uncultured neisseria sp. ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__neisseriales;f__neisseriaceae;g__neisseria;s__neisseria spp.;superkingdom__bacteria	97.76119403	8.65E-125	450.325			0	0	0	2	0	1	0	2	49	20	2	12
OTU_208	ay281086.1 streptococcus sanguinis str. atcc 49296  ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__streptococcaceae;g__streptococcus;s__streptococcus sanguinis;superkingdom__bacteria	100	2.17E-72	275.398			1	0	0	0	0	0	0	1	2	0	2	1
OTU_209	gq102097.1 topographical and temporal human skin microbiome skin glabella clone nbw561a08c1  ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__micrococcaceae;g__rothia;s__rothia mucilaginosa;superkingdom__bacteria;subclass  actinobacteridae;suborder__micrococcineae	96.80851064	1.35E-122	444.013			4	1	1	1	3	0	1	0	4	5	1	2
OTU_210	granulicatella sp. oral clone ascb09 ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__carnobacteriaceae;g__granulicatella;s__granulicatella sp.;superkingdom__bacteria	97.84946237	1.42E-128	463.85			0	0	57	4	14	8	0	0	22	3	22	0
OTU_211	pseudomonas sp. e11_ice26 ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__pseudomonadales;f__pseudomonadaceae;g__pseudomonas;s__pseudomonas sp.;superkingdom__bacteria	97.7443609	1.05E-123	446.718			0	0	0	0	0	0	0	0	38	0	0	0
OTU_212	acvb02000014.1 leptotrichia hofstadii str. f0254  ;k__bacteria;p__fusobacteria;c__fusobacteriia;o__fusobacteriales;f__leptotrichiaceae;g__leptotrichia;s__leptotrichia hofstadii;superkingdom__bacteria	99.26739927	5.15E-134	480.982			0	0	4	6	1	2	0	0	0	2	7	2
OTU_213	streptococcus tigurinus ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__streptococcaceae;g__streptococcus;s__streptococcus tigurinus;superkingdom__bacteria	97.04797048	2.27E-119	432.291			0	2	2	1	0	5	0	0	1	1	3	0
OTU_214	eu834270.1 chryseobacterium soldanellicola str. ds52  ;k__bacteria;p__bacteroidetes;c__flavobacteriia;o__flavobacteriales;f__flavobacteriaceae;g__chryseobacterium;s__chryseobacterium soldanellicola;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	97.06959707	8.65E-125	451.227			0	0	0	0	0	0	5	42	0	0	0	0
OTU_215	ay323525.1 prevotella melaninogenica str. atcc 25845  ;k__bacteria;p__bacteroidetes;c__bacteroidia;o__bacteroidales;f__prevotellaceae;g__prevotella;s__prevotella melaninogenica;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	94.87179487	8.20E-119	430.488			2	0	0	4	0	2	0	0	0	0	1	2
OTU_216	gq032248.1 topographical and temporal human skin microbiome skin volar forearm clone nbw904c07c1  ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__micrococcaceae;g__rothia;s__rothia mucilaginosa;superkingdom__bacteria;subclass  actinobacteridae;suborder__micrococcineae	97.47292419	2.52E-125	452.129			47	62	6	7	16	4	0	1	11	10	6	3
OTU_217	af543291.1 streptococcus mitis str. chdc os41  ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__streptococcaceae;g__streptococcus;s__streptococcus mitis;superkingdom__bacteria	98.85496183	2.96E-124	449.423			71	26	111	41	65	68	1	12	32	49	68	34
OTU_218	streptococcus pyogenes ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__streptococcaceae;g__streptococcus;s__streptococcus pyogenes;superkingdom__bacteria	95.1048951	1.90E-114	416.061			4	0	5	5	2	12	0	1	6	3	3	1
OTU_219	eubacterium sp. oral clone gi038 ;k__bacteria;p__firmicutes;c__clostridia;o__clostridiales;f__eubacteriaceae;g__eubacterium;s__eubacterium sp.;superkingdom__bacteria	98.9010989	1.80E-133	480.081			0	0	0	0	0	0	1	0	0	9	1	3
OTU_220	ab290830.1 lactobacillus equicursoris str. di70  ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__lactobacillaceae;g__lactobacillus;s__lactobacillus equicursoris;superkingdom__bacteria	99.63369963	3.48E-136	489.098			0	0	0	2	3	9	0	0	0	0	0	0
OTU_221	uncultured streptococcus sp. ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__streptococcaceae;g__streptococcus;s__streptococcus spp.;superkingdom__bacteria	97.77777778	1.04E-123	446.718			719	220	950	545	525	817	16	155	517	544	776	421
OTU_222	gu045386.1 streptococcus oralis str. dsmz 20395  ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__streptococcaceae;g__streptococcus;s__streptococcus oralis;superkingdom__bacteria	98.15498155	2.02E-126	456.637			23	5	43	21	24	37	1	2	11	29	15	8
OTU_223	uncultured prevotella sp. ;k__bacteria;p__bacteroidetes;c__bacteroidia;o__bacteroidales;f__prevotellaceae;g__prevotella;s__prevotella spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	99.26739927	4.24E-135	484.589			0	0	0	0	0	0	0	0	1	3	2	7
OTU_224	uncultured oceanithermus sp. ;k__bacteria;p__deinococcus_thermus;c__deinococci;o__thermales;f__thermaceae;g__oceanithermus;s__oceanithermus spp.;superkingdom__bacteria	76.55677656	5.92E-51	205.067			0	0	0	1	0	0	0	0	0	6	5	2
OTU_225	ab425921.1 lactobacillus johnsonii str. tb_b15 (= kk21)  ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__lactobacillaceae;g__lactobacillus;s__lactobacillus johnsonii;superkingdom__bacteria	99.63369963	3.48E-136	489.098			0	0	2	11	0	0	0	0	0	0	0	0
OTU_226	uncultured streptococcus sp. ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__streptococcaceae;g__streptococcus;s__streptococcus spp.;superkingdom__bacteria	98.17518248	4.86E-128	462.047			105	46	127	13	111	435	22	103	10	58	35	28
OTU_227	streptococcus oligofermentans as 1.3089 ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__streptococcaceae;g__streptococcus;s__streptococcus oligofermentans;superkingdom__bacteria	99.19354839	1.88E-120	435.898			4	2	0	2	4	0	0	1	3	0	1	2
OTU_228	streptococcus oligofermentans as 1.3089 ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__streptococcaceae;g__streptococcus;s__streptococcus oligofermentans;superkingdom__bacteria	95.83333333	5.03E-115	417.864			6	1	2	0	5	6	1	0	3	0	1	1
OTU_229	fj557620.1 survey approach assess endotracheal tube biofilms and their origins biofilm extubated endotracheal tube icu patient clone et_f_2d08  ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__streptococcaceae;g__streptococcus;s__streptococcus parasanguinis;superkingdom__bacteria	97.46376812	3.74E-123	445.817			29	33	13	14	47	18	0	3	6	7	2	11
OTU_230	uncultured fusobacterium sp. ;k__bacteria;p__fusobacteria;c__fusobacteriia;o__fusobacteriales;f__fusobacteriaceae;g__fusobacterium;s__fusobacterium spp.;superkingdom__bacteria	97.79411765	8.61E-125	450.325			1	5	0	1	0	0	0	1	4	9	5	0
OTU_231	gq077257.1 topographical and temporal human skin microbiome skin umbilicus clone nbw1156g01c1  ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__micrococcaceae;g__rothia;s__rothia mucilaginosa;superkingdom__bacteria;subclass  actinobacteridae;suborder__micrococcineae	98.1981982	1.53E-101	373.682			0	1	0	0	1	3	0	0	1	0	3	12
OTU_232	gq067258.1 topographical and temporal human skin microbiome skin axillary vault clone nbw1125e08c1  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__pseudomonadales;f__pseudomonadaceae;g__pseudomonas;s__pseudomonas libanensis;superkingdom__bacteria;species group  pseudomonas fluorescens group	98.18181818	1.39E-128	463.85			0	0	0	0	0	0	0	0	9	0	0	0
OTU_233	gq046326.1 topographical and temporal human skin microbiome skin volar forearm clone nbw996c01c1  ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__micrococcaceae;g__rothia;s__rothia dentocariosa;superkingdom__bacteria;subclass  actinobacteridae;suborder__micrococcineae	96.73913043	1.31E-122	444.013			4	21	25	7	2	1	0	2	0	0	0	0
OTU_235	uncultured streptococcus sp. ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__streptococcaceae;g__streptococcus;s__streptococcus spp.;superkingdom__bacteria	97.8021978	2.48E-125	452.129			11	5	19	12	10	13	0	1	7	5	5	5
OTU_236	neisseria sp. 2466a ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__neisseriales;f__neisseriaceae;g__neisseria;s__neisseria sp.;superkingdom__bacteria	98.87640449	5.80E-127	458.44			0	0	0	2	0	1	0	0	26	30	2	37
OTU_237	uncultured sphingobacterium sp. ;k__bacteria;p__bacteroidetes;c__sphingobacteriia;o__sphingobacteriales;f__sphingobacteriaceae;g__sphingobacterium;s__sphingobacterium spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	99.63235294	1.21E-135	487.294			3	0	0	1	0	1	0	0	8	0	0	0
OTU_238	gq068970.1 topographical and temporal human skin microbiome skin volar forearm clone nbw226h11c1  ;k__bacteria;p__spirochaetes;c__spirochaetia;o__spirochaetales;f__spirochaetaceae;g__treponema;s__treponema amylovorum;superkingdom__bacteria	99.26739927	4.24E-135	484.589			0	0	0	0	0	0	0	0	1	0	2	7
OTU_239	gq102097.1 topographical and temporal human skin microbiome skin glabella clone nbw561a08c1  ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__micrococcaceae;g__rothia;s__rothia mucilaginosa;superkingdom__bacteria;subclass  actinobacteridae;suborder__micrococcineae	95.43859649	3.66E-117	425.078			4	2	0	0	7	0	1	0	6	6	1	1
OTU_240	ef371928.1 streptococcus sinensis str. hdp 2005_0155  ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__streptococcaceae;g__streptococcus;s__streptococcus sinensis;superkingdom__bacteria	96.67896679	1.27E-122	443.112			5	2	1	2	8	0	0	2	2	2	1	1
OTU_241	ay281085.1 streptococcus sanguinis str. atcc 29667  ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__streptococcaceae;g__streptococcus;s__streptococcus sanguinis;superkingdom__bacteria	98.50187266	4.82E-128	461.145			14	8	14	16	22	25	3	26	10	19	21	15
OTU_242	gq301039.1 fusobacterium nucleatum subsp. polymorphum str. atcc 10953  ;k__bacteria;p__fusobacteria;c__fusobacteriia;o__fusobacteriales;f__fusobacteriaceae;g__fusobacterium;s__fusobacterium nucleatum;superkingdom__bacteria	98.84393064	7.48E-79	297.039			5	6	1	0	0	4	0	18	5	5	8	10
OTU_243	acinetobacter sp. cpc4 ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__pseudomonadales;f__moraxellaceae;g__acinetobacter;s__acinetobacter sp.;superkingdom__bacteria	97.44525547	1.27E-122	443.112			0	0	0	0	0	0	34	0	0	0	0	0
OTU_244	ay281085.1 streptococcus sanguinis str. atcc 29667  ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__streptococcaceae;g__streptococcus;s__streptococcus sanguinis;superkingdom__bacteria	98.48484848	3.66E-123	444.915			42	22	81	50	64	59	3	10	38	50	62	126
OTU_245	aceo02000016.1 neisseria subflava str. nj9703  ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__neisseriales;f__neisseriaceae;g__neisseria;s__neisseria subflava;superkingdom__bacteria	96.7032967	1.27E-122	444.013			0	0	0	1	0	1	0	0	7	1	1	11
OTU_246	gq032248.1 topographical and temporal human skin microbiome skin volar forearm clone nbw904c07c1  ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__micrococcaceae;g__rothia;s__rothia mucilaginosa;superkingdom__bacteria;subclass  actinobacteridae;suborder__micrococcineae	97.44525547	2.02E-126	455.735			83	325	3	4	60	4	1	4	9	12	6	2
OTU_247	uncultured alteromonas sp. ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__alteromonadales;f__alteromonadaceae;g__alteromonas;s__alteromonas spp.;superkingdom__bacteria	98.89705882	7.61E-132	474.671			1	0	0	1	0	1	0	0	7	0	0	0
OTU_248	gq045721.1 topographical and temporal human skin microbiome skin volar forearm clone nbw989h03c1  ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__micrococcaceae;g__rothia;s__rothia mucilaginosa;superkingdom__bacteria;subclass  actinobacteridae;suborder__micrococcineae	96.11650485	3.25E-84	315.072			9	0	0	0	0	0	0	0	2	3	1	0
OTU_249	eubacterium sp. oral clone bb142 ;k__bacteria;p__firmicutes;c__clostridia;o__clostridiales;f__eubacteriaceae;g__eubacterium;s__eubacterium sp.;superkingdom__bacteria	99.63235294	1.21E-135	487.294			0	0	2	2	0	0	0	0	1	5	0	1
OTU_250	aj540309.1 actinomyces graevenitzii str. ccug 27294  ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__actinomycetaceae;g__actinomyces;s__actinomyces graevenitzii;superkingdom__bacteria;subclass  actinobacteridae;suborder__actinomycineae	97.06959707	5.37E-121	437.702			0	7	0	0	1	3	0	0	0	0	0	1
